groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00046893.txt,..\..\Submissions\gt4hist\00046893.txt,77,55,0.4805194805,gt4hist\00046893.txt,gt4hist,00046893.txt,0
..\..\groundtruth\00046895.txt,..\..\Submissions\gt4hist\00046895.txt,435,470,0.6850574713,gt4hist\00046895.txt,gt4hist,00046895.txt,0
..\..\groundtruth\00046896.txt,..\..\Submissions\gt4hist\00046896.txt,585,641,0.8307692308,gt4hist\00046896.txt,gt4hist,00046896.txt,0
..\..\groundtruth\00046897.txt,..\..\Submissions\gt4hist\00046897.txt,558,606,0.811827957,gt4hist\00046897.txt,gt4hist,00046897.txt,0
..\..\groundtruth\00046898.txt,..\..\Submissions\gt4hist\00046898.txt,579,639,0.8065630397,gt4hist\00046898.txt,gt4hist,00046898.txt,0
..\..\groundtruth\00046899.txt,..\..\Submissions\gt4hist\00046899.txt,539,594,0.7922077922,gt4hist\00046899.txt,gt4hist,00046899.txt,0
..\..\groundtruth\00046900.txt,..\..\Submissions\gt4hist\00046900.txt,589,622,0.8387096774,gt4hist\00046900.txt,gt4hist,00046900.txt,0
..\..\groundtruth\00046901.txt,..\..\Submissions\gt4hist\00046901.txt,529,584,0.7221172023,gt4hist\00046901.txt,gt4hist,00046901.txt,0
..\..\groundtruth\00046902.txt,..\..\Submissions\gt4hist\00046902.txt,560,610,0.8125,gt4hist\00046902.txt,gt4hist,00046902.txt,0
..\..\groundtruth\00046903.txt,..\..\Submissions\gt4hist\00046903.txt,316,344,0.8101265823,gt4hist\00046903.txt,gt4hist,00046903.txt,0
..\..\groundtruth\00046905.txt,..\..\Submissions\gt4hist\00046905.txt,273,297,0.7582417582,gt4hist\00046905.txt,gt4hist,00046905.txt,0
..\..\groundtruth\00046906.txt,..\..\Submissions\gt4hist\00046906.txt,698,705,0.7163323782,gt4hist\00046906.txt,gt4hist,00046906.txt,0
..\..\groundtruth\00046907.txt,..\..\Submissions\gt4hist\00046907.txt,881,963,0.7389330306,gt4hist\00046907.txt,gt4hist,00046907.txt,0
..\..\groundtruth\00046908.txt,..\..\Submissions\gt4hist\00046908.txt,862,944,0.7807424594,gt4hist\00046908.txt,gt4hist,00046908.txt,0
..\..\groundtruth\00046909.txt,..\..\Submissions\gt4hist\00046909.txt,789,860,0.7477820025,gt4hist\00046909.txt,gt4hist,00046909.txt,0
..\..\groundtruth\00046910.txt,..\..\Submissions\gt4hist\00046910.txt,913,978,0.852135816,gt4hist\00046910.txt,gt4hist,00046910.txt,0
..\..\groundtruth\00046911.txt,..\..\Submissions\gt4hist\00046911.txt,853,943,0.735052755,gt4hist\00046911.txt,gt4hist,00046911.txt,0
..\..\groundtruth\00046912.txt,..\..\Submissions\gt4hist\00046912.txt,851,940,0.8119858989,gt4hist\00046912.txt,gt4hist,00046912.txt,0
..\..\groundtruth\00046913.txt,..\..\Submissions\gt4hist\00046913.txt,781,876,0.7989756722,gt4hist\00046913.txt,gt4hist,00046913.txt,0
..\..\groundtruth\00046914.txt,..\..\Submissions\gt4hist\00046914.txt,900,976,0.8233333333,gt4hist\00046914.txt,gt4hist,00046914.txt,0
..\..\groundtruth\00046915.txt,..\..\Submissions\gt4hist\00046915.txt,849,914,0.7679623086,gt4hist\00046915.txt,gt4hist,00046915.txt,0
..\..\groundtruth\00046916.txt,..\..\Submissions\gt4hist\00046916.txt,852,944,0.8075117371,gt4hist\00046916.txt,gt4hist,00046916.txt,0
..\..\groundtruth\00046917.txt,..\..\Submissions\gt4hist\00046917.txt,867,953,0.8200692042,gt4hist\00046917.txt,gt4hist,00046917.txt,0
..\..\groundtruth\00046918.txt,..\..\Submissions\gt4hist\00046918.txt,825,896,0.8254545455,gt4hist\00046918.txt,gt4hist,00046918.txt,0
..\..\groundtruth\00046919.txt,..\..\Submissions\gt4hist\00046919.txt,856,915,0.7453271028,gt4hist\00046919.txt,gt4hist,00046919.txt,0
..\..\groundtruth\00046920.txt,..\..\Submissions\gt4hist\00046920.txt,851,921,0.8143360752,gt4hist\00046920.txt,gt4hist,00046920.txt,0
..\..\groundtruth\00046921.txt,..\..\Submissions\gt4hist\00046921.txt,829,882,0.7864897467,gt4hist\00046921.txt,gt4hist,00046921.txt,0
..\..\groundtruth\00046922.txt,..\..\Submissions\gt4hist\00046922.txt,861,904,0.7514518002,gt4hist\00046922.txt,gt4hist,00046922.txt,0
..\..\groundtruth\00046923.txt,..\..\Submissions\gt4hist\00046923.txt,833,885,0.7346938776,gt4hist\00046923.txt,gt4hist,00046923.txt,0
..\..\groundtruth\00046924.txt,..\..\Submissions\gt4hist\00046924.txt,662,732,0.7824773414,gt4hist\00046924.txt,gt4hist,00046924.txt,0
..\..\groundtruth\00046925.txt,..\..\Submissions\gt4hist\00046925.txt,799,860,0.7584480601,gt4hist\00046925.txt,gt4hist,00046925.txt,0
..\..\groundtruth\00046926.txt,..\..\Submissions\gt4hist\00046926.txt,817,888,0.7772337821,gt4hist\00046926.txt,gt4hist,00046926.txt,0
..\..\groundtruth\00046927.txt,..\..\Submissions\gt4hist\00046927.txt,839,905,0.8128724672,gt4hist\00046927.txt,gt4hist,00046927.txt,0
..\..\groundtruth\00046928.txt,..\..\Submissions\gt4hist\00046928.txt,529,570,0.7920604915,gt4hist\00046928.txt,gt4hist,00046928.txt,0
..\..\groundtruth\00046929.txt,..\..\Submissions\gt4hist\00046929.txt,857,925,0.8413068845,gt4hist\00046929.txt,gt4hist,00046929.txt,0
..\..\groundtruth\00046930.txt,..\..\Submissions\gt4hist\00046930.txt,818,880,0.8435207824,gt4hist\00046930.txt,gt4hist,00046930.txt,0
..\..\groundtruth\00046931.txt,..\..\Submissions\gt4hist\00046931.txt,866,951,0.8290993072,gt4hist\00046931.txt,gt4hist,00046931.txt,0
..\..\groundtruth\00046932.txt,..\..\Submissions\gt4hist\00046932.txt,749,814,0.826435247,gt4hist\00046932.txt,gt4hist,00046932.txt,0
..\..\groundtruth\00046933.txt,..\..\Submissions\gt4hist\00046933.txt,745,810,0.7422818792,gt4hist\00046933.txt,gt4hist,00046933.txt,0
..\..\groundtruth\00046934.txt,..\..\Submissions\gt4hist\00046934.txt,929,1018,0.8234660926,gt4hist\00046934.txt,gt4hist,00046934.txt,0
..\..\groundtruth\00046935.txt,..\..\Submissions\gt4hist\00046935.txt,783,823,0.7190293742,gt4hist\00046935.txt,gt4hist,00046935.txt,0
..\..\groundtruth\00046936.txt,..\..\Submissions\gt4hist\00046936.txt,775,825,0.824516129,gt4hist\00046936.txt,gt4hist,00046936.txt,0
..\..\groundtruth\00046937.txt,..\..\Submissions\gt4hist\00046937.txt,803,875,0.8132004981,gt4hist\00046937.txt,gt4hist,00046937.txt,0
..\..\groundtruth\00046938.txt,..\..\Submissions\gt4hist\00046938.txt,909,992,0.8162816282,gt4hist\00046938.txt,gt4hist,00046938.txt,0
..\..\groundtruth\00046939.txt,..\..\Submissions\gt4hist\00046939.txt,838,893,0.8138424821,gt4hist\00046939.txt,gt4hist,00046939.txt,0
..\..\groundtruth\00046940.txt,..\..\Submissions\gt4hist\00046940.txt,908,945,0.7643171806,gt4hist\00046940.txt,gt4hist,00046940.txt,0
..\..\groundtruth\00046941.txt,..\..\Submissions\gt4hist\00046941.txt,890,968,0.6808988764,gt4hist\00046941.txt,gt4hist,00046941.txt,0
..\..\groundtruth\00046942.txt,..\..\Submissions\gt4hist\00046942.txt,567,596,0.8165784832,gt4hist\00046942.txt,gt4hist,00046942.txt,0
..\..\groundtruth\00046943.txt,..\..\Submissions\gt4hist\00046943.txt,556,600,0.7787769784,gt4hist\00046943.txt,gt4hist,00046943.txt,0
..\..\groundtruth\00046944.txt,..\..\Submissions\gt4hist\00046944.txt,846,918,0.7895981087,gt4hist\00046944.txt,gt4hist,00046944.txt,0
..\..\groundtruth\00046945.txt,..\..\Submissions\gt4hist\00046945.txt,909,984,0.8503850385,gt4hist\00046945.txt,gt4hist,00046945.txt,0
..\..\groundtruth\00046946.txt,..\..\Submissions\gt4hist\00046946.txt,822,886,0.8345498783,gt4hist\00046946.txt,gt4hist,00046946.txt,0
..\..\groundtruth\00046947.txt,..\..\Submissions\gt4hist\00046947.txt,620,679,0.7338709677,gt4hist\00046947.txt,gt4hist,00046947.txt,0
..\..\groundtruth\00046948.txt,..\..\Submissions\gt4hist\00046948.txt,844,897,0.8495260664,gt4hist\00046948.txt,gt4hist,00046948.txt,0
..\..\groundtruth\00046949.txt,..\..\Submissions\gt4hist\00046949.txt,889,977,0.8267716535,gt4hist\00046949.txt,gt4hist,00046949.txt,0
..\..\groundtruth\00046950.txt,..\..\Submissions\gt4hist\00046950.txt,892,981,0.802690583,gt4hist\00046950.txt,gt4hist,00046950.txt,0
..\..\groundtruth\00046951.txt,..\..\Submissions\gt4hist\00046951.txt,872,932,0.8004587156,gt4hist\00046951.txt,gt4hist,00046951.txt,0
..\..\groundtruth\00046952.txt,..\..\Submissions\gt4hist\00046952.txt,750,811,0.7013333333,gt4hist\00046952.txt,gt4hist,00046952.txt,0
..\..\groundtruth\00046953.txt,..\..\Submissions\gt4hist\00046953.txt,747,770,0.7938420348,gt4hist\00046953.txt,gt4hist,00046953.txt,0
..\..\groundtruth\00046954.txt,..\..\Submissions\gt4hist\00046954.txt,886,969,0.8182844244,gt4hist\00046954.txt,gt4hist,00046954.txt,0
..\..\groundtruth\00046955.txt,..\..\Submissions\gt4hist\00046955.txt,901,973,0.8324084351,gt4hist\00046955.txt,gt4hist,00046955.txt,0
..\..\groundtruth\00046956.txt,..\..\Submissions\gt4hist\00046956.txt,749,813,0.7610146862,gt4hist\00046956.txt,gt4hist,00046956.txt,0
..\..\groundtruth\00046957.txt,..\..\Submissions\gt4hist\00046957.txt,852,924,0.8227699531,gt4hist\00046957.txt,gt4hist,00046957.txt,0
..\..\groundtruth\00046958.txt,..\..\Submissions\gt4hist\00046958.txt,773,835,0.8421733506,gt4hist\00046958.txt,gt4hist,00046958.txt,0
..\..\groundtruth\00046959.txt,..\..\Submissions\gt4hist\00046959.txt,814,880,0.7886977887,gt4hist\00046959.txt,gt4hist,00046959.txt,0
..\..\groundtruth\00046960.txt,..\..\Submissions\gt4hist\00046960.txt,746,823,0.7922252011,gt4hist\00046960.txt,gt4hist,00046960.txt,0
..\..\groundtruth\00046961.txt,..\..\Submissions\gt4hist\00046961.txt,831,896,0.8543922984,gt4hist\00046961.txt,gt4hist,00046961.txt,0
..\..\groundtruth\00046962.txt,..\..\Submissions\gt4hist\00046962.txt,836,895,0.8385167464,gt4hist\00046962.txt,gt4hist,00046962.txt,0
..\..\groundtruth\00046963.txt,..\..\Submissions\gt4hist\00046963.txt,865,913,0.8300578035,gt4hist\00046963.txt,gt4hist,00046963.txt,0
..\..\groundtruth\00046964.txt,..\..\Submissions\gt4hist\00046964.txt,799,865,0.8397997497,gt4hist\00046964.txt,gt4hist,00046964.txt,0
..\..\groundtruth\00046965.txt,..\..\Submissions\gt4hist\00046965.txt,873,945,0.8224513173,gt4hist\00046965.txt,gt4hist,00046965.txt,0
..\..\groundtruth\00046966.txt,..\..\Submissions\gt4hist\00046966.txt,837,931,0.7825567503,gt4hist\00046966.txt,gt4hist,00046966.txt,0
..\..\groundtruth\00046967.txt,..\..\Submissions\gt4hist\00046967.txt,769,829,0.8062418726,gt4hist\00046967.txt,gt4hist,00046967.txt,0
..\..\groundtruth\00046968.txt,..\..\Submissions\gt4hist\00046968.txt,804,878,0.8134328358,gt4hist\00046968.txt,gt4hist,00046968.txt,0
..\..\groundtruth\00046969.txt,..\..\Submissions\gt4hist\00046969.txt,798,878,0.8045112782,gt4hist\00046969.txt,gt4hist,00046969.txt,0
..\..\groundtruth\00046970.txt,..\..\Submissions\gt4hist\00046970.txt,750,820,0.8293333333,gt4hist\00046970.txt,gt4hist,00046970.txt,0
..\..\groundtruth\00046971.txt,..\..\Submissions\gt4hist\00046971.txt,876,937,0.8070776256,gt4hist\00046971.txt,gt4hist,00046971.txt,0
..\..\groundtruth\00046972.txt,..\..\Submissions\gt4hist\00046972.txt,859,916,0.8451688009,gt4hist\00046972.txt,gt4hist,00046972.txt,0
..\..\groundtruth\00046973.txt,..\..\Submissions\gt4hist\00046973.txt,891,935,0.797979798,gt4hist\00046973.txt,gt4hist,00046973.txt,0
..\..\groundtruth\00046974.txt,..\..\Submissions\gt4hist\00046974.txt,789,869,0.7287705957,gt4hist\00046974.txt,gt4hist,00046974.txt,0
..\..\groundtruth\00046975.txt,..\..\Submissions\gt4hist\00046975.txt,731,798,0.8180574555,gt4hist\00046975.txt,gt4hist,00046975.txt,0
..\..\groundtruth\00046976.txt,..\..\Submissions\gt4hist\00046976.txt,900,954,0.8533333333,gt4hist\00046976.txt,gt4hist,00046976.txt,0
..\..\groundtruth\00046977.txt,..\..\Submissions\gt4hist\00046977.txt,894,991,0.8087248322,gt4hist\00046977.txt,gt4hist,00046977.txt,0
..\..\groundtruth\00046978.txt,..\..\Submissions\gt4hist\00046978.txt,878,943,0.8348519362,gt4hist\00046978.txt,gt4hist,00046978.txt,0
..\..\groundtruth\00046979.txt,..\..\Submissions\gt4hist\00046979.txt,850,926,0.8035294118,gt4hist\00046979.txt,gt4hist,00046979.txt,0
..\..\groundtruth\00046980.txt,..\..\Submissions\gt4hist\00046980.txt,779,823,0.7894736842,gt4hist\00046980.txt,gt4hist,00046980.txt,0
..\..\groundtruth\00046981.txt,..\..\Submissions\gt4hist\00046981.txt,680,747,0.7073529412,gt4hist\00046981.txt,gt4hist,00046981.txt,0
..\..\groundtruth\00046982.txt,..\..\Submissions\gt4hist\00046982.txt,874,957,0.8180778032,gt4hist\00046982.txt,gt4hist,00046982.txt,0
..\..\groundtruth\00046983.txt,..\..\Submissions\gt4hist\00046983.txt,889,970,0.8256467942,gt4hist\00046983.txt,gt4hist,00046983.txt,0
..\..\groundtruth\00046984.txt,..\..\Submissions\gt4hist\00046984.txt,882,944,0.8401360544,gt4hist\00046984.txt,gt4hist,00046984.txt,0
..\..\groundtruth\00046985.txt,..\..\Submissions\gt4hist\00046985.txt,740,807,0.6878378378,gt4hist\00046985.txt,gt4hist,00046985.txt,0
..\..\groundtruth\00046986.txt,..\..\Submissions\gt4hist\00046986.txt,822,820,0.7749391727,gt4hist\00046986.txt,gt4hist,00046986.txt,0
..\..\groundtruth\00046987.txt,..\..\Submissions\gt4hist\00046987.txt,790,859,0.7886075949,gt4hist\00046987.txt,gt4hist,00046987.txt,0
..\..\groundtruth\00046988.txt,..\..\Submissions\gt4hist\00046988.txt,735,791,0.8,gt4hist\00046988.txt,gt4hist,00046988.txt,0
..\..\groundtruth\00046989.txt,..\..\Submissions\gt4hist\00046989.txt,731,792,0.7058823529,gt4hist\00046989.txt,gt4hist,00046989.txt,0
..\..\groundtruth\00046990.txt,..\..\Submissions\gt4hist\00046990.txt,813,880,0.8044280443,gt4hist\00046990.txt,gt4hist,00046990.txt,0
..\..\groundtruth\00046991.txt,..\..\Submissions\gt4hist\00046991.txt,896,951,0.8046875,gt4hist\00046991.txt,gt4hist,00046991.txt,0
..\..\groundtruth\00046992.txt,..\..\Submissions\gt4hist\00046992.txt,758,828,0.7994722955,gt4hist\00046992.txt,gt4hist,00046992.txt,0
..\..\groundtruth\00046993.txt,..\..\Submissions\gt4hist\00046993.txt,508,555,0.7834645669,gt4hist\00046993.txt,gt4hist,00046993.txt,0
..\..\groundtruth\00046994.txt,..\..\Submissions\gt4hist\00046994.txt,818,876,0.8459657702,gt4hist\00046994.txt,gt4hist,00046994.txt,0
..\..\groundtruth\00046995.txt,..\..\Submissions\gt4hist\00046995.txt,815,901,0.7975460123,gt4hist\00046995.txt,gt4hist,00046995.txt,0
..\..\groundtruth\00046996.txt,..\..\Submissions\gt4hist\00046996.txt,722,786,0.7603878116,gt4hist\00046996.txt,gt4hist,00046996.txt,0
..\..\groundtruth\00046997.txt,..\..\Submissions\gt4hist\00046997.txt,766,832,0.8368146214,gt4hist\00046997.txt,gt4hist,00046997.txt,0
..\..\groundtruth\00046998.txt,..\..\Submissions\gt4hist\00046998.txt,802,857,0.7842892768,gt4hist\00046998.txt,gt4hist,00046998.txt,0
..\..\groundtruth\00046999.txt,..\..\Submissions\gt4hist\00046999.txt,831,904,0.8158844765,gt4hist\00046999.txt,gt4hist,00046999.txt,0
..\..\groundtruth\00047000.txt,..\..\Submissions\gt4hist\00047000.txt,853,918,0.8593200469,gt4hist\00047000.txt,gt4hist,00047000.txt,0
..\..\groundtruth\00047001.txt,..\..\Submissions\gt4hist\00047001.txt,469,512,0.7356076759,gt4hist\00047001.txt,gt4hist,00047001.txt,0
..\..\groundtruth\00047002.txt,..\..\Submissions\gt4hist\00047002.txt,220,244,0.7227272727,gt4hist\00047002.txt,gt4hist,00047002.txt,0
..\..\groundtruth\00310010.txt,..\..\Submissions\gt4hist\00310010.txt,790,787,0.8189873418,gt4hist\00310010.txt,gt4hist,00310010.txt,0
..\..\groundtruth\00451868.txt,..\..\Submissions\gt4hist\00451868.txt,345,345,0.6782608696,gt4hist\00451868.txt,gt4hist,00451868.txt,0
..\..\groundtruth\00451869.txt,..\..\Submissions\gt4hist\00451869.txt,74,65,0.5135135135,gt4hist\00451869.txt,gt4hist,00451869.txt,0
..\..\groundtruth\00451870.txt,..\..\Submissions\gt4hist\00451870.txt,291,377,0.587628866,gt4hist\00451870.txt,gt4hist,00451870.txt,0
..\..\groundtruth\00451871.txt,..\..\Submissions\gt4hist\00451871.txt,1284,1326,0.8333333333,gt4hist\00451871.txt,gt4hist,00451871.txt,0
..\..\groundtruth\00451872.txt,..\..\Submissions\gt4hist\00451872.txt,1284,1300,0.8691588785,gt4hist\00451872.txt,gt4hist,00451872.txt,0
..\..\groundtruth\00451873.txt,..\..\Submissions\gt4hist\00451873.txt,1238,1261,0.8554119548,gt4hist\00451873.txt,gt4hist,00451873.txt,0
..\..\groundtruth\00451874.txt,..\..\Submissions\gt4hist\00451874.txt,1245,1277,0.8546184739,gt4hist\00451874.txt,gt4hist,00451874.txt,0
..\..\groundtruth\00451875.txt,..\..\Submissions\gt4hist\00451875.txt,334,346,0.7994011976,gt4hist\00451875.txt,gt4hist,00451875.txt,0
..\..\groundtruth\00451876.txt,..\..\Submissions\gt4hist\00451876.txt,806,824,0.8511166253,gt4hist\00451876.txt,gt4hist,00451876.txt,0
..\..\groundtruth\00451877.txt,..\..\Submissions\gt4hist\00451877.txt,1514,1542,0.8877146631,gt4hist\00451877.txt,gt4hist,00451877.txt,0
..\..\groundtruth\00451878.txt,..\..\Submissions\gt4hist\00451878.txt,1498,1521,0.8945260347,gt4hist\00451878.txt,gt4hist,00451878.txt,0
..\..\groundtruth\00451879.txt,..\..\Submissions\gt4hist\00451879.txt,1514,1544,0.8896961691,gt4hist\00451879.txt,gt4hist,00451879.txt,0
..\..\groundtruth\00451880.txt,..\..\Submissions\gt4hist\00451880.txt,1512,1525,0.8796296296,gt4hist\00451880.txt,gt4hist,00451880.txt,0
..\..\groundtruth\00451881.txt,..\..\Submissions\gt4hist\00451881.txt,1535,1540,0.8768729642,gt4hist\00451881.txt,gt4hist,00451881.txt,0
..\..\groundtruth\00451882.txt,..\..\Submissions\gt4hist\00451882.txt,1516,1527,0.9003957784,gt4hist\00451882.txt,gt4hist,00451882.txt,0
..\..\groundtruth\00451883.txt,..\..\Submissions\gt4hist\00451883.txt,1334,1365,0.8815592204,gt4hist\00451883.txt,gt4hist,00451883.txt,0
..\..\groundtruth\00451884.txt,..\..\Submissions\gt4hist\00451884.txt,1482,1430,0.8279352227,gt4hist\00451884.txt,gt4hist,00451884.txt,0
..\..\groundtruth\00451885.txt,..\..\Submissions\gt4hist\00451885.txt,1681,1576,0.7697798929,gt4hist\00451885.txt,gt4hist,00451885.txt,0
..\..\groundtruth\00451886.txt,..\..\Submissions\gt4hist\00451886.txt,1500,1463,0.8126666667,gt4hist\00451886.txt,gt4hist,00451886.txt,0
..\..\groundtruth\00451887.txt,..\..\Submissions\gt4hist\00451887.txt,1613,1415,0.7383756975,gt4hist\00451887.txt,gt4hist,00451887.txt,0
..\..\groundtruth\00451888.txt,..\..\Submissions\gt4hist\00451888.txt,1876,1698,0.7318763326,gt4hist\00451888.txt,gt4hist,00451888.txt,0
..\..\groundtruth\00451889.txt,..\..\Submissions\gt4hist\00451889.txt,1763,1807,0.8706749858,gt4hist\00451889.txt,gt4hist,00451889.txt,0
..\..\groundtruth\00451890.txt,..\..\Submissions\gt4hist\00451890.txt,2253,2081,0.7567687528,gt4hist\00451890.txt,gt4hist,00451890.txt,0
..\..\groundtruth\00451891.txt,..\..\Submissions\gt4hist\00451891.txt,1357,1375,0.8732498158,gt4hist\00451891.txt,gt4hist,00451891.txt,0
..\..\groundtruth\00451892.txt,..\..\Submissions\gt4hist\00451892.txt,1526,1415,0.7667103539,gt4hist\00451892.txt,gt4hist,00451892.txt,0
..\..\groundtruth\00451893.txt,..\..\Submissions\gt4hist\00451893.txt,1909,1739,0.7443687795,gt4hist\00451893.txt,gt4hist,00451893.txt,0
..\..\groundtruth\00451894.txt,..\..\Submissions\gt4hist\00451894.txt,1821,1621,0.7419000549,gt4hist\00451894.txt,gt4hist,00451894.txt,0
..\..\groundtruth\00451895.txt,..\..\Submissions\gt4hist\00451895.txt,1568,1446,0.7621173469,gt4hist\00451895.txt,gt4hist,00451895.txt,0
..\..\groundtruth\00451896.txt,..\..\Submissions\gt4hist\00451896.txt,1541,1423,0.7741726152,gt4hist\00451896.txt,gt4hist,00451896.txt,0
..\..\groundtruth\00451897.txt,..\..\Submissions\gt4hist\00451897.txt,1371,1350,0.8373450036,gt4hist\00451897.txt,gt4hist,00451897.txt,0
..\..\groundtruth\00451898.txt,..\..\Submissions\gt4hist\00451898.txt,1784,1578,0.7511210762,gt4hist\00451898.txt,gt4hist,00451898.txt,0
..\..\groundtruth\00451899.txt,..\..\Submissions\gt4hist\00451899.txt,1857,1634,0.7442110932,gt4hist\00451899.txt,gt4hist,00451899.txt,0
..\..\groundtruth\00451900.txt,..\..\Submissions\gt4hist\00451900.txt,1954,1693,0.7108495394,gt4hist\00451900.txt,gt4hist,00451900.txt,0
..\..\groundtruth\00451901.txt,..\..\Submissions\gt4hist\00451901.txt,1692,1581,0.7736406619,gt4hist\00451901.txt,gt4hist,00451901.txt,0
..\..\groundtruth\00451902.txt,..\..\Submissions\gt4hist\00451902.txt,1722,1542,0.7456445993,gt4hist\00451902.txt,gt4hist,00451902.txt,0
..\..\groundtruth\00451903.txt,..\..\Submissions\gt4hist\00451903.txt,1448,1341,0.7817679558,gt4hist\00451903.txt,gt4hist,00451903.txt,0
..\..\groundtruth\00451904.txt,..\..\Submissions\gt4hist\00451904.txt,2099,1785,0.7003334921,gt4hist\00451904.txt,gt4hist,00451904.txt,0
..\..\groundtruth\00451905.txt,..\..\Submissions\gt4hist\00451905.txt,1942,2020,0.8759011329,gt4hist\00451905.txt,gt4hist,00451905.txt,0
..\..\groundtruth\00451906.txt,..\..\Submissions\gt4hist\00451906.txt,1252,1291,0.8698083067,gt4hist\00451906.txt,gt4hist,00451906.txt,0
..\..\groundtruth\00451907.txt,..\..\Submissions\gt4hist\00451907.txt,1949,1987,0.8753206773,gt4hist\00451907.txt,gt4hist,00451907.txt,0
..\..\groundtruth\00451908.txt,..\..\Submissions\gt4hist\00451908.txt,1660,1534,0.778313253,gt4hist\00451908.txt,gt4hist,00451908.txt,0
..\..\groundtruth\00451909.txt,..\..\Submissions\gt4hist\00451909.txt,1804,1577,0.7123059867,gt4hist\00451909.txt,gt4hist,00451909.txt,0
..\..\groundtruth\00451910.txt,..\..\Submissions\gt4hist\00451910.txt,1285,1300,0.8840466926,gt4hist\00451910.txt,gt4hist,00451910.txt,0
..\..\groundtruth\00451911.txt,..\..\Submissions\gt4hist\00451911.txt,1712,1532,0.7622663551,gt4hist\00451911.txt,gt4hist,00451911.txt,0
..\..\groundtruth\00451912.txt,..\..\Submissions\gt4hist\00451912.txt,1642,1446,0.7320341048,gt4hist\00451912.txt,gt4hist,00451912.txt,0
..\..\groundtruth\00451913.txt,..\..\Submissions\gt4hist\00451913.txt,1988,1766,0.7273641851,gt4hist\00451913.txt,gt4hist,00451913.txt,0
..\..\groundtruth\00451914.txt,..\..\Submissions\gt4hist\00451914.txt,1486,1520,0.8660834455,gt4hist\00451914.txt,gt4hist,00451914.txt,0
..\..\groundtruth\00451915.txt,..\..\Submissions\gt4hist\00451915.txt,1714,1533,0.7567094516,gt4hist\00451915.txt,gt4hist,00451915.txt,0
..\..\groundtruth\00451916.txt,..\..\Submissions\gt4hist\00451916.txt,1898,1705,0.751317176,gt4hist\00451916.txt,gt4hist,00451916.txt,0
..\..\groundtruth\00451917.txt,..\..\Submissions\gt4hist\00451917.txt,1905,1665,0.7396325459,gt4hist\00451917.txt,gt4hist,00451917.txt,0
..\..\groundtruth\00451918.txt,..\..\Submissions\gt4hist\00451918.txt,1558,1450,0.8132220796,gt4hist\00451918.txt,gt4hist,00451918.txt,0
..\..\groundtruth\00451919.txt,..\..\Submissions\gt4hist\00451919.txt,1286,1311,0.8592534992,gt4hist\00451919.txt,gt4hist,00451919.txt,0
..\..\groundtruth\00451920.txt,..\..\Submissions\gt4hist\00451920.txt,1305,1324,0.8704980843,gt4hist\00451920.txt,gt4hist,00451920.txt,0
..\..\groundtruth\00451921.txt,..\..\Submissions\gt4hist\00451921.txt,1911,1979,0.8618524333,gt4hist\00451921.txt,gt4hist,00451921.txt,0
..\..\groundtruth\00451922.txt,..\..\Submissions\gt4hist\00451922.txt,703,759,0.7823613087,gt4hist\00451922.txt,gt4hist,00451922.txt,0
..\..\groundtruth\00451923.txt,..\..\Submissions\gt4hist\00451923.txt,1003,1022,0.8644067797,gt4hist\00451923.txt,gt4hist,00451923.txt,0
..\..\groundtruth\00451924.txt,..\..\Submissions\gt4hist\00451924.txt,550,529,0.7763636364,gt4hist\00451924.txt,gt4hist,00451924.txt,0
..\..\groundtruth\00451925.txt,..\..\Submissions\gt4hist\00451925.txt,540,590,0.8425925926,gt4hist\00451925.txt,gt4hist,00451925.txt,0
..\..\groundtruth\00451926.txt,..\..\Submissions\gt4hist\00451926.txt,1403,1407,0.8738417676,gt4hist\00451926.txt,gt4hist,00451926.txt,0
..\..\groundtruth\00451927.txt,..\..\Submissions\gt4hist\00451927.txt,1435,1427,0.8662020906,gt4hist\00451927.txt,gt4hist,00451927.txt,0
..\..\groundtruth\00451928.txt,..\..\Submissions\gt4hist\00451928.txt,1399,1414,0.8977841315,gt4hist\00451928.txt,gt4hist,00451928.txt,0
..\..\groundtruth\00451929.txt,..\..\Submissions\gt4hist\00451929.txt,1162,1182,0.8726333907,gt4hist\00451929.txt,gt4hist,00451929.txt,0
..\..\groundtruth\00451930.txt,..\..\Submissions\gt4hist\00451930.txt,1371,1389,0.889861415,gt4hist\00451930.txt,gt4hist,00451930.txt,0
..\..\groundtruth\00451931.txt,..\..\Submissions\gt4hist\00451931.txt,1424,1455,0.8658707865,gt4hist\00451931.txt,gt4hist,00451931.txt,0
..\..\groundtruth\00451932.txt,..\..\Submissions\gt4hist\00451932.txt,1471,1488,0.8919102651,gt4hist\00451932.txt,gt4hist,00451932.txt,0
..\..\groundtruth\00451933.txt,..\..\Submissions\gt4hist\00451933.txt,1444,1469,0.8926592798,gt4hist\00451933.txt,gt4hist,00451933.txt,0
..\..\groundtruth\00451934.txt,..\..\Submissions\gt4hist\00451934.txt,1476,1477,0.8780487805,gt4hist\00451934.txt,gt4hist,00451934.txt,0
..\..\groundtruth\00451935.txt,..\..\Submissions\gt4hist\00451935.txt,1407,1438,0.881307747,gt4hist\00451935.txt,gt4hist,00451935.txt,0
