groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00451931.txt,..\..\Submissions\mixed\00451931.txt,1424,1463,0.8356741573,mixed\00451931.txt,mixed,00451931.txt,#N/A
..\..\groundtruth\00451932.txt,..\..\Submissions\mixed\00451932.txt,1471,1514,0.866757308,mixed\00451932.txt,mixed,00451932.txt,#N/A
..\..\groundtruth\00451933.txt,..\..\Submissions\mixed\00451933.txt,1444,1483,0.8850415512,mixed\00451933.txt,mixed,00451933.txt,#N/A
..\..\groundtruth\00451934.txt,..\..\Submissions\mixed\00451934.txt,1476,1469,0.8570460705,mixed\00451934.txt,mixed,00451934.txt,#N/A
..\..\groundtruth\00451935.txt,..\..\Submissions\mixed\00451935.txt,1407,1448,0.8649609097,mixed\00451935.txt,mixed,00451935.txt,#N/A
..\..\groundtruth\00451936.txt,..\..\Submissions\mixed\00451936.txt,1206,1229,0.8474295191,mixed\00451936.txt,mixed,00451936.txt,#N/A
..\..\groundtruth\00451937.txt,..\..\Submissions\mixed\00451937.txt,1480,1510,0.8614864865,mixed\00451937.txt,mixed,00451937.txt,#N/A
..\..\groundtruth\00451938.txt,..\..\Submissions\mixed\00451938.txt,1436,1481,0.8725626741,mixed\00451938.txt,mixed,00451938.txt,#N/A
..\..\groundtruth\00451939.txt,..\..\Submissions\mixed\00451939.txt,1432,1479,0.8701117318,mixed\00451939.txt,mixed,00451939.txt,#N/A
..\..\groundtruth\00451940.txt,..\..\Submissions\mixed\00451940.txt,1430,1466,0.8839160839,mixed\00451940.txt,mixed,00451940.txt,#N/A
..\..\groundtruth\00451941.txt,..\..\Submissions\mixed\00451941.txt,1479,1502,0.8762677485,mixed\00451941.txt,mixed,00451941.txt,#N/A
..\..\groundtruth\00451942.txt,..\..\Submissions\mixed\00451942.txt,1441,1493,0.8681471201,mixed\00451942.txt,mixed,00451942.txt,#N/A
..\..\groundtruth\00451943.txt,..\..\Submissions\mixed\00451943.txt,1418,1460,0.8385049365,mixed\00451943.txt,mixed,00451943.txt,#N/A
..\..\groundtruth\00451944.txt,..\..\Submissions\mixed\00451944.txt,1449,1525,0.8391994479,mixed\00451944.txt,mixed,00451944.txt,#N/A
..\..\groundtruth\00451945.txt,..\..\Submissions\mixed\00451945.txt,1457,1509,0.8627316404,mixed\00451945.txt,mixed,00451945.txt,#N/A
..\..\groundtruth\00451946.txt,..\..\Submissions\mixed\00451946.txt,1418,1475,0.8201692525,mixed\00451946.txt,mixed,00451946.txt,#N/A
..\..\groundtruth\00451947.txt,..\..\Submissions\mixed\00451947.txt,1253,1302,0.8300079808,mixed\00451947.txt,mixed,00451947.txt,#N/A
..\..\groundtruth\00451948.txt,..\..\Submissions\mixed\00451948.txt,1174,1221,0.8492333901,mixed\00451948.txt,mixed,00451948.txt,#N/A
..\..\groundtruth\00451949.txt,..\..\Submissions\mixed\00451949.txt,1455,1493,0.8975945017,mixed\00451949.txt,mixed,00451949.txt,#N/A
..\..\groundtruth\00451950.txt,..\..\Submissions\mixed\00451950.txt,1414,1478,0.8408769448,mixed\00451950.txt,mixed,00451950.txt,#N/A
..\..\groundtruth\00451951.txt,..\..\Submissions\mixed\00451951.txt,1517,1552,0.8490441661,mixed\00451951.txt,mixed,00451951.txt,#N/A
..\..\groundtruth\00451952.txt,..\..\Submissions\mixed\00451952.txt,1469,1515,0.8706603131,mixed\00451952.txt,mixed,00451952.txt,#N/A
..\..\groundtruth\00451953.txt,..\..\Submissions\mixed\00451953.txt,1411,1454,0.8610914245,mixed\00451953.txt,mixed,00451953.txt,#N/A
..\..\groundtruth\00451954.txt,..\..\Submissions\mixed\00451954.txt,1377,1453,0.8598402324,mixed\00451954.txt,mixed,00451954.txt,#N/A
..\..\groundtruth\00451955.txt,..\..\Submissions\mixed\00451955.txt,1442,1487,0.8703190014,mixed\00451955.txt,mixed,00451955.txt,#N/A
..\..\groundtruth\00451956.txt,..\..\Submissions\mixed\00451956.txt,1480,1545,0.8222972973,mixed\00451956.txt,mixed,00451956.txt,#N/A
..\..\groundtruth\00451957.txt,..\..\Submissions\mixed\00451957.txt,1400,1449,0.8785714286,mixed\00451957.txt,mixed,00451957.txt,#N/A
..\..\groundtruth\00451958.txt,..\..\Submissions\mixed\00451958.txt,1412,1467,0.8682719547,mixed\00451958.txt,mixed,00451958.txt,#N/A
..\..\groundtruth\00451959.txt,..\..\Submissions\mixed\00451959.txt,1433,1501,0.8492672715,mixed\00451959.txt,mixed,00451959.txt,#N/A
..\..\groundtruth\00451960.txt,..\..\Submissions\mixed\00451960.txt,1443,1492,0.8717948718,mixed\00451960.txt,mixed,00451960.txt,#N/A
..\..\groundtruth\00451961.txt,..\..\Submissions\mixed\00451961.txt,1139,1187,0.8665496049,mixed\00451961.txt,mixed,00451961.txt,#N/A
..\..\groundtruth\00451962.txt,..\..\Submissions\mixed\00451962.txt,1421,1498,0.8451794511,mixed\00451962.txt,mixed,00451962.txt,#N/A
..\..\groundtruth\00451963.txt,..\..\Submissions\mixed\00451963.txt,1431,1471,0.892382949,mixed\00451963.txt,mixed,00451963.txt,#N/A
..\..\groundtruth\00451964.txt,..\..\Submissions\mixed\00451964.txt,1423,1482,0.8706957133,mixed\00451964.txt,mixed,00451964.txt,#N/A
..\..\groundtruth\00451965.txt,..\..\Submissions\mixed\00451965.txt,1425,1481,0.8463157895,mixed\00451965.txt,mixed,00451965.txt,#N/A
..\..\groundtruth\00451966.txt,..\..\Submissions\mixed\00451966.txt,1484,1510,0.8807277628,mixed\00451966.txt,mixed,00451966.txt,#N/A
..\..\groundtruth\00451967.txt,..\..\Submissions\mixed\00451967.txt,1458,1487,0.8635116598,mixed\00451967.txt,mixed,00451967.txt,#N/A
..\..\groundtruth\00525435.txt,..\..\Submissions\mixed\00525435.txt,1187,1334,0.7919123842,mixed\00525435.txt,mixed,00525435.txt,#N/A
..\..\groundtruth\00525436.txt,..\..\Submissions\mixed\00525436.txt,1499,1554,0.8959306204,mixed\00525436.txt,mixed,00525436.txt,#N/A
..\..\groundtruth\00525437.txt,..\..\Submissions\mixed\00525437.txt,1512,1551,0.8981481481,mixed\00525437.txt,mixed,00525437.txt,#N/A
..\..\groundtruth\00525438.txt,..\..\Submissions\mixed\00525438.txt,889,931,0.8683914511,mixed\00525438.txt,mixed,00525438.txt,#N/A
..\..\groundtruth\00525439.txt,..\..\Submissions\mixed\00525439.txt,993,1089,0.8126888218,mixed\00525439.txt,mixed,00525439.txt,#N/A
..\..\groundtruth\00525440.txt,..\..\Submissions\mixed\00525440.txt,278,337,0.6618705036,mixed\00525440.txt,mixed,00525440.txt,#N/A
..\..\groundtruth\00525441.txt,..\..\Submissions\mixed\00525441.txt,751,863,0.7683089214,mixed\00525441.txt,mixed,00525441.txt,#N/A
..\..\groundtruth\00525442.txt,..\..\Submissions\mixed\00525442.txt,1607,1676,0.8637212197,mixed\00525442.txt,mixed,00525442.txt,#N/A
..\..\groundtruth\00525443.txt,..\..\Submissions\mixed\00525443.txt,1553,1586,0.8667095943,mixed\00525443.txt,mixed,00525443.txt,#N/A
..\..\groundtruth\00525444.txt,..\..\Submissions\mixed\00525444.txt,1502,1543,0.8695073236,mixed\00525444.txt,mixed,00525444.txt,#N/A
..\..\groundtruth\00525445.txt,..\..\Submissions\mixed\00525445.txt,1324,1375,0.8731117825,mixed\00525445.txt,mixed,00525445.txt,#N/A
..\..\groundtruth\00525446.txt,..\..\Submissions\mixed\00525446.txt,1361,1419,0.8824393828,mixed\00525446.txt,mixed,00525446.txt,#N/A
..\..\groundtruth\00525447.txt,..\..\Submissions\mixed\00525447.txt,1535,1566,0.8931596091,mixed\00525447.txt,mixed,00525447.txt,#N/A
..\..\groundtruth\00525448.txt,..\..\Submissions\mixed\00525448.txt,1450,1479,0.8634482759,mixed\00525448.txt,mixed,00525448.txt,#N/A
..\..\groundtruth\00525449.txt,..\..\Submissions\mixed\00525449.txt,1491,1518,0.8692152918,mixed\00525449.txt,mixed,00525449.txt,#N/A
..\..\groundtruth\00525450.txt,..\..\Submissions\mixed\00525450.txt,1390,1426,0.8870503597,mixed\00525450.txt,mixed,00525450.txt,#N/A
..\..\groundtruth\00525451.txt,..\..\Submissions\mixed\00525451.txt,1398,1484,0.8426323319,mixed\00525451.txt,mixed,00525451.txt,#N/A
..\..\groundtruth\00525452.txt,..\..\Submissions\mixed\00525452.txt,1472,1504,0.886548913,mixed\00525452.txt,mixed,00525452.txt,#N/A
..\..\groundtruth\00525453.txt,..\..\Submissions\mixed\00525453.txt,1599,1687,0.8330206379,mixed\00525453.txt,mixed,00525453.txt,#N/A
..\..\groundtruth\00525454.txt,..\..\Submissions\mixed\00525454.txt,1438,1479,0.8873435327,mixed\00525454.txt,mixed,00525454.txt,#N/A
..\..\groundtruth\00525455.txt,..\..\Submissions\mixed\00525455.txt,1476,1526,0.8719512195,mixed\00525455.txt,mixed,00525455.txt,#N/A
..\..\groundtruth\00525456.txt,..\..\Submissions\mixed\00525456.txt,1531,1560,0.8824297845,mixed\00525456.txt,mixed,00525456.txt,#N/A
..\..\groundtruth\00525457.txt,..\..\Submissions\mixed\00525457.txt,1614,1719,0.8252788104,mixed\00525457.txt,mixed,00525457.txt,#N/A
..\..\groundtruth\00525458.txt,..\..\Submissions\mixed\00525458.txt,1414,1457,0.8140028289,mixed\00525458.txt,mixed,00525458.txt,#N/A
..\..\groundtruth\00525459.txt,..\..\Submissions\mixed\00525459.txt,1442,1581,0.8127600555,mixed\00525459.txt,mixed,00525459.txt,#N/A
..\..\groundtruth\00525460.txt,..\..\Submissions\mixed\00525460.txt,1585,1655,0.8845425868,mixed\00525460.txt,mixed,00525460.txt,#N/A
..\..\groundtruth\00525461.txt,..\..\Submissions\mixed\00525461.txt,1471,1548,0.8354860639,mixed\00525461.txt,mixed,00525461.txt,#N/A
..\..\groundtruth\00525462.txt,..\..\Submissions\mixed\00525462.txt,1549,1649,0.8360232408,mixed\00525462.txt,mixed,00525462.txt,#N/A
..\..\groundtruth\00525463.txt,..\..\Submissions\mixed\00525463.txt,1601,1669,0.8494690818,mixed\00525463.txt,mixed,00525463.txt,#N/A
..\..\groundtruth\00525464.txt,..\..\Submissions\mixed\00525464.txt,1568,1658,0.8514030612,mixed\00525464.txt,mixed,00525464.txt,#N/A
..\..\groundtruth\00525465.txt,..\..\Submissions\mixed\00525465.txt,1482,1567,0.8319838057,mixed\00525465.txt,mixed,00525465.txt,#N/A
..\..\groundtruth\00525466.txt,..\..\Submissions\mixed\00525466.txt,1584,1618,0.8402777778,mixed\00525466.txt,mixed,00525466.txt,#N/A
..\..\groundtruth\00525467.txt,..\..\Submissions\mixed\00525467.txt,1575,1590,0.8552380952,mixed\00525467.txt,mixed,00525467.txt,#N/A
..\..\groundtruth\00525468.txt,..\..\Submissions\mixed\00525468.txt,1519,1540,0.8525345622,mixed\00525468.txt,mixed,00525468.txt,#N/A
..\..\groundtruth\00525469.txt,..\..\Submissions\mixed\00525469.txt,1583,1626,0.8660770689,mixed\00525469.txt,mixed,00525469.txt,#N/A
..\..\groundtruth\00525470.txt,..\..\Submissions\mixed\00525470.txt,1475,1521,0.873220339,mixed\00525470.txt,mixed,00525470.txt,#N/A
..\..\groundtruth\00525471.txt,..\..\Submissions\mixed\00525471.txt,1483,1501,0.8644639245,mixed\00525471.txt,mixed,00525471.txt,#N/A
..\..\groundtruth\00525472.txt,..\..\Submissions\mixed\00525472.txt,1191,1228,0.8623005877,mixed\00525472.txt,mixed,00525472.txt,#N/A
..\..\groundtruth\00525473.txt,..\..\Submissions\mixed\00525473.txt,1166,1214,0.8499142367,mixed\00525473.txt,mixed,00525473.txt,#N/A
..\..\groundtruth\00525474.txt,..\..\Submissions\mixed\00525474.txt,1601,1614,0.860712055,mixed\00525474.txt,mixed,00525474.txt,#N/A
..\..\groundtruth\00525475.txt,..\..\Submissions\mixed\00525475.txt,1546,1583,0.8564036223,mixed\00525475.txt,mixed,00525475.txt,#N/A
..\..\groundtruth\00525476.txt,..\..\Submissions\mixed\00525476.txt,1523,1590,0.8548916612,mixed\00525476.txt,mixed,00525476.txt,#N/A
..\..\groundtruth\00525477.txt,..\..\Submissions\mixed\00525477.txt,1499,1543,0.8465643763,mixed\00525477.txt,mixed,00525477.txt,#N/A
..\..\groundtruth\00525478.txt,..\..\Submissions\mixed\00525478.txt,1634,1687,0.8476132191,mixed\00525478.txt,mixed,00525478.txt,#N/A
..\..\groundtruth\00525479.txt,..\..\Submissions\mixed\00525479.txt,1055,1128,0.8322274882,mixed\00525479.txt,mixed,00525479.txt,#N/A
..\..\groundtruth\00525480.txt,..\..\Submissions\mixed\00525480.txt,1671,1759,0.8545780969,mixed\00525480.txt,mixed,00525480.txt,#N/A
..\..\groundtruth\00525481.txt,..\..\Submissions\mixed\00525481.txt,1644,1676,0.8734793187,mixed\00525481.txt,mixed,00525481.txt,#N/A
..\..\groundtruth\00525482.txt,..\..\Submissions\mixed\00525482.txt,1478,1497,0.9039242219,mixed\00525482.txt,mixed,00525482.txt,#N/A
..\..\groundtruth\00525483.txt,..\..\Submissions\mixed\00525483.txt,1629,1674,0.8698588091,mixed\00525483.txt,mixed,00525483.txt,#N/A
..\..\groundtruth\00525484.txt,..\..\Submissions\mixed\00525484.txt,1618,1642,0.8708281829,mixed\00525484.txt,mixed,00525484.txt,#N/A
..\..\groundtruth\00525485.txt,..\..\Submissions\mixed\00525485.txt,1592,1598,0.8662060302,mixed\00525485.txt,mixed,00525485.txt,#N/A
..\..\groundtruth\00525486.txt,..\..\Submissions\mixed\00525486.txt,1595,1627,0.8884012539,mixed\00525486.txt,mixed,00525486.txt,#N/A
..\..\groundtruth\00525487.txt,..\..\Submissions\mixed\00525487.txt,1555,1587,0.8874598071,mixed\00525487.txt,mixed,00525487.txt,#N/A
..\..\groundtruth\00525488.txt,..\..\Submissions\mixed\00525488.txt,962,975,0.8742203742,mixed\00525488.txt,mixed,00525488.txt,#N/A
..\..\groundtruth\00525489.txt,..\..\Submissions\mixed\00525489.txt,1265,1393,0.7778656126,mixed\00525489.txt,mixed,00525489.txt,#N/A
..\..\groundtruth\00525490.txt,..\..\Submissions\mixed\00525490.txt,1716,1740,0.8613053613,mixed\00525490.txt,mixed,00525490.txt,#N/A
..\..\groundtruth\00525491.txt,..\..\Submissions\mixed\00525491.txt,1654,1731,0.8379685611,mixed\00525491.txt,mixed,00525491.txt,#N/A
..\..\groundtruth\00525492.txt,..\..\Submissions\mixed\00525492.txt,1716,1728,0.8397435897,mixed\00525492.txt,mixed,00525492.txt,#N/A
..\..\groundtruth\00525493.txt,..\..\Submissions\mixed\00525493.txt,1662,1698,0.8778580024,mixed\00525493.txt,mixed,00525493.txt,#N/A
..\..\groundtruth\00525494.txt,..\..\Submissions\mixed\00525494.txt,1649,1680,0.8775015161,mixed\00525494.txt,mixed,00525494.txt,#N/A
..\..\groundtruth\00525495.txt,..\..\Submissions\mixed\00525495.txt,1710,1810,0.8198830409,mixed\00525495.txt,mixed,00525495.txt,#N/A
..\..\groundtruth\00525496.txt,..\..\Submissions\mixed\00525496.txt,1680,1724,0.8952380952,mixed\00525496.txt,mixed,00525496.txt,#N/A
..\..\groundtruth\00525497.txt,..\..\Submissions\mixed\00525497.txt,1638,1666,0.8632478632,mixed\00525497.txt,mixed,00525497.txt,#N/A
..\..\groundtruth\00525498.txt,..\..\Submissions\mixed\00525498.txt,1586,1607,0.841740227,mixed\00525498.txt,mixed,00525498.txt,#N/A
..\..\groundtruth\00525499.txt,..\..\Submissions\mixed\00525499.txt,1601,1664,0.8188632105,mixed\00525499.txt,mixed,00525499.txt,#N/A
..\..\groundtruth\00525500.txt,..\..\Submissions\mixed\00525500.txt,1755,1837,0.8444444444,mixed\00525500.txt,mixed,00525500.txt,#N/A
..\..\groundtruth\00525501.txt,..\..\Submissions\mixed\00525501.txt,1611,1666,0.8603351955,mixed\00525501.txt,mixed,00525501.txt,#N/A
..\..\groundtruth\00525502.txt,..\..\Submissions\mixed\00525502.txt,1199,1226,0.8698915763,mixed\00525502.txt,mixed,00525502.txt,#N/A
..\..\groundtruth\00525503.txt,..\..\Submissions\mixed\00525503.txt,760,842,0.8052631579,mixed\00525503.txt,mixed,00525503.txt,#N/A
..\..\groundtruth\00539273.txt,..\..\Submissions\mixed\00539273.txt,668,737,0.8413173653,mixed\00539273.txt,mixed,00539273.txt,#N/A
..\..\groundtruth\00539275.txt,..\..\Submissions\mixed\00539275.txt,830,868,0.9096385542,mixed\00539275.txt,mixed,00539275.txt,#N/A
..\..\groundtruth\00539276.txt,..\..\Submissions\mixed\00539276.txt,1262,1312,0.9215530903,mixed\00539276.txt,mixed,00539276.txt,#N/A
..\..\groundtruth\00539277.txt,..\..\Submissions\mixed\00539277.txt,1229,1275,0.9332790887,mixed\00539277.txt,mixed,00539277.txt,#N/A
..\..\groundtruth\00539278.txt,..\..\Submissions\mixed\00539278.txt,1197,1244,0.9365079365,mixed\00539278.txt,mixed,00539278.txt,#N/A
..\..\groundtruth\00539279.txt,..\..\Submissions\mixed\00539279.txt,1193,1245,0.9161777033,mixed\00539279.txt,mixed,00539279.txt,#N/A
..\..\groundtruth\00539280.txt,..\..\Submissions\mixed\00539280.txt,1193,1241,0.9354568315,mixed\00539280.txt,mixed,00539280.txt,#N/A
..\..\groundtruth\00539281.txt,..\..\Submissions\mixed\00539281.txt,1244,1309,0.9115755627,mixed\00539281.txt,mixed,00539281.txt,#N/A
..\..\groundtruth\00539282.txt,..\..\Submissions\mixed\00539282.txt,1212,1255,0.9438943894,mixed\00539282.txt,mixed,00539282.txt,#N/A
..\..\groundtruth\00539283.txt,..\..\Submissions\mixed\00539283.txt,1244,1294,0.9204180064,mixed\00539283.txt,mixed,00539283.txt,#N/A
..\..\groundtruth\00539284.txt,..\..\Submissions\mixed\00539284.txt,1280,1344,0.90625,mixed\00539284.txt,mixed,00539284.txt,#N/A
..\..\groundtruth\00539285.txt,..\..\Submissions\mixed\00539285.txt,1272,1320,0.9261006289,mixed\00539285.txt,mixed,00539285.txt,#N/A
..\..\groundtruth\00539286.txt,..\..\Submissions\mixed\00539286.txt,1281,1327,0.9430132709,mixed\00539286.txt,mixed,00539286.txt,#N/A
..\..\groundtruth\00539287.txt,..\..\Submissions\mixed\00539287.txt,1175,1228,0.9012765957,mixed\00539287.txt,mixed,00539287.txt,#N/A
..\..\groundtruth\00539288.txt,..\..\Submissions\mixed\00539288.txt,1292,1345,0.923374613,mixed\00539288.txt,mixed,00539288.txt,#N/A
..\..\groundtruth\00539289.txt,..\..\Submissions\mixed\00539289.txt,1284,1338,0.9190031153,mixed\00539289.txt,mixed,00539289.txt,#N/A
..\..\groundtruth\00539290.txt,..\..\Submissions\mixed\00539290.txt,1286,1329,0.9300155521,mixed\00539290.txt,mixed,00539290.txt,#N/A
..\..\groundtruth\00539291.txt,..\..\Submissions\mixed\00539291.txt,1286,1338,0.9152410575,mixed\00539291.txt,mixed,00539291.txt,#N/A
..\..\groundtruth\00539292.txt,..\..\Submissions\mixed\00539292.txt,1319,1371,0.940106141,mixed\00539292.txt,mixed,00539292.txt,#N/A
..\..\groundtruth\00539293.txt,..\..\Submissions\mixed\00539293.txt,1234,1281,0.9270664506,mixed\00539293.txt,mixed,00539293.txt,#N/A
..\..\groundtruth\00539294.txt,..\..\Submissions\mixed\00539294.txt,1266,1308,0.9383886256,mixed\00539294.txt,mixed,00539294.txt,#N/A
..\..\groundtruth\00539295.txt,..\..\Submissions\mixed\00539295.txt,1222,1267,0.9214402619,mixed\00539295.txt,mixed,00539295.txt,#N/A
..\..\groundtruth\00539296.txt,..\..\Submissions\mixed\00539296.txt,1104,1155,0.9112318841,mixed\00539296.txt,mixed,00539296.txt,#N/A
..\..\groundtruth\00539297.txt,..\..\Submissions\mixed\00539297.txt,910,948,0.8802197802,mixed\00539297.txt,mixed,00539297.txt,#N/A
..\..\groundtruth\00539298.txt,..\..\Submissions\mixed\00539298.txt,1035,1084,0.9178743961,mixed\00539298.txt,mixed,00539298.txt,#N/A
..\..\groundtruth\00539299.txt,..\..\Submissions\mixed\00539299.txt,1048,1094,0.8959923664,mixed\00539299.txt,mixed,00539299.txt,#N/A
..\..\groundtruth\00539300.txt,..\..\Submissions\mixed\00539300.txt,1123,1172,0.910062333,mixed\00539300.txt,mixed,00539300.txt,#N/A
..\..\groundtruth\00539301.txt,..\..\Submissions\mixed\00539301.txt,981,1042,0.8919469929,mixed\00539301.txt,mixed,00539301.txt,#N/A
..\..\groundtruth\00539302.txt,..\..\Submissions\mixed\00539302.txt,1103,1155,0.9301903898,mixed\00539302.txt,mixed,00539302.txt,#N/A
..\..\groundtruth\00539303.txt,..\..\Submissions\mixed\00539303.txt,1055,1127,0.8872037915,mixed\00539303.txt,mixed,00539303.txt,#N/A
..\..\groundtruth\00539304.txt,..\..\Submissions\mixed\00539304.txt,984,1026,0.918699187,mixed\00539304.txt,mixed,00539304.txt,#N/A
..\..\groundtruth\00539305.txt,..\..\Submissions\mixed\00539305.txt,940,987,0.8882978723,mixed\00539305.txt,mixed,00539305.txt,#N/A
..\..\groundtruth\00539306.txt,..\..\Submissions\mixed\00539306.txt,938,977,0.8976545842,mixed\00539306.txt,mixed,00539306.txt,#N/A
..\..\groundtruth\00539307.txt,..\..\Submissions\mixed\00539307.txt,1223,1270,0.9198691742,mixed\00539307.txt,mixed,00539307.txt,#N/A
..\..\groundtruth\00539308.txt,..\..\Submissions\mixed\00539308.txt,1221,1275,0.9131859132,mixed\00539308.txt,mixed,00539308.txt,#N/A
..\..\groundtruth\00539309.txt,..\..\Submissions\mixed\00539309.txt,1229,1286,0.9202603743,mixed\00539309.txt,mixed,00539309.txt,#N/A
..\..\groundtruth\00539310.txt,..\..\Submissions\mixed\00539310.txt,301,325,0.8903654485,mixed\00539310.txt,mixed,00539310.txt,#N/A
..\..\groundtruth\00539311.txt,..\..\Submissions\mixed\00539311.txt,763,855,0.8597640891,mixed\00539311.txt,mixed,00539311.txt,#N/A
..\..\groundtruth\00539312.txt,..\..\Submissions\mixed\00539312.txt,1518,1593,0.8926218709,mixed\00539312.txt,mixed,00539312.txt,#N/A
..\..\groundtruth\00539313.txt,..\..\Submissions\mixed\00539313.txt,1585,1647,0.9261829653,mixed\00539313.txt,mixed,00539313.txt,#N/A
..\..\groundtruth\00539314.txt,..\..\Submissions\mixed\00539314.txt,1556,1608,0.9485861183,mixed\00539314.txt,mixed,00539314.txt,#N/A
..\..\groundtruth\00539315.txt,..\..\Submissions\mixed\00539315.txt,1612,1666,0.9447890819,mixed\00539315.txt,mixed,00539315.txt,#N/A
..\..\groundtruth\00539316.txt,..\..\Submissions\mixed\00539316.txt,1620,1668,0.9487654321,mixed\00539316.txt,mixed,00539316.txt,#N/A
..\..\groundtruth\00539317.txt,..\..\Submissions\mixed\00539317.txt,1592,1643,0.9440954774,mixed\00539317.txt,mixed,00539317.txt,#N/A
..\..\groundtruth\00539318.txt,..\..\Submissions\mixed\00539318.txt,1594,1658,0.9441656211,mixed\00539318.txt,mixed,00539318.txt,#N/A
..\..\groundtruth\00539319.txt,..\..\Submissions\mixed\00539319.txt,1590,1638,0.951572327,mixed\00539319.txt,mixed,00539319.txt,#N/A
..\..\groundtruth\00539320.txt,..\..\Submissions\mixed\00539320.txt,1339,1418,0.9073935773,mixed\00539320.txt,mixed,00539320.txt,#N/A
..\..\groundtruth\00539321.txt,..\..\Submissions\mixed\00539321.txt,1589,1634,0.9370673379,mixed\00539321.txt,mixed,00539321.txt,#N/A
..\..\groundtruth\00539322.txt,..\..\Submissions\mixed\00539322.txt,1576,1647,0.9143401015,mixed\00539322.txt,mixed,00539322.txt,#N/A
..\..\groundtruth\00539323.txt,..\..\Submissions\mixed\00539323.txt,1512,1563,0.9424603175,mixed\00539323.txt,mixed,00539323.txt,#N/A
..\..\groundtruth\00539324.txt,..\..\Submissions\mixed\00539324.txt,1560,1649,0.9076923077,mixed\00539324.txt,mixed,00539324.txt,#N/A
..\..\groundtruth\00539325.txt,..\..\Submissions\mixed\00539325.txt,1606,1700,0.8711083437,mixed\00539325.txt,mixed,00539325.txt,#N/A
..\..\groundtruth\00539326.txt,..\..\Submissions\mixed\00539326.txt,1618,1674,0.9400494438,mixed\00539326.txt,mixed,00539326.txt,#N/A
..\..\groundtruth\00539327.txt,..\..\Submissions\mixed\00539327.txt,1573,1620,0.9491417673,mixed\00539327.txt,mixed,00539327.txt,#N/A
..\..\groundtruth\00539328.txt,..\..\Submissions\mixed\00539328.txt,1605,1681,0.9271028037,mixed\00539328.txt,mixed,00539328.txt,#N/A
..\..\groundtruth\00539329.txt,..\..\Submissions\mixed\00539329.txt,1641,1701,0.9329677026,mixed\00539329.txt,mixed,00539329.txt,#N/A
..\..\groundtruth\00539330.txt,..\..\Submissions\mixed\00539330.txt,1654,1707,0.9371221282,mixed\00539330.txt,mixed,00539330.txt,#N/A
..\..\groundtruth\00539331.txt,..\..\Submissions\mixed\00539331.txt,1597,1650,0.9211020664,mixed\00539331.txt,mixed,00539331.txt,#N/A
..\..\groundtruth\00539332.txt,..\..\Submissions\mixed\00539332.txt,1567,1619,0.9291640077,mixed\00539332.txt,mixed,00539332.txt,#N/A
..\..\groundtruth\00539333.txt,..\..\Submissions\mixed\00539333.txt,1528,1606,0.8848167539,mixed\00539333.txt,mixed,00539333.txt,#N/A
..\..\groundtruth\00539334.txt,..\..\Submissions\mixed\00539334.txt,1582,1636,0.9292035398,mixed\00539334.txt,mixed,00539334.txt,#N/A
..\..\groundtruth\00539335.txt,..\..\Submissions\mixed\00539335.txt,1466,1518,0.9283765348,mixed\00539335.txt,mixed,00539335.txt,#N/A
..\..\groundtruth\00539336.txt,..\..\Submissions\mixed\00539336.txt,1548,1681,0.8598191214,mixed\00539336.txt,mixed,00539336.txt,#N/A
..\..\groundtruth\00539337.txt,..\..\Submissions\mixed\00539337.txt,1618,1670,0.9443757726,mixed\00539337.txt,mixed,00539337.txt,#N/A
..\..\groundtruth\00539338.txt,..\..\Submissions\mixed\00539338.txt,1536,1586,0.9459635417,mixed\00539338.txt,mixed,00539338.txt,#N/A
..\..\groundtruth\00539339.txt,..\..\Submissions\mixed\00539339.txt,1591,1631,0.9390320553,mixed\00539339.txt,mixed,00539339.txt,#N/A
..\..\groundtruth\00539340.txt,..\..\Submissions\mixed\00539340.txt,1596,1654,0.9053884712,mixed\00539340.txt,mixed,00539340.txt,#N/A
..\..\groundtruth\00539341.txt,..\..\Submissions\mixed\00539341.txt,1603,1675,0.8958203369,mixed\00539341.txt,mixed,00539341.txt,#N/A
..\..\groundtruth\00539342.txt,..\..\Submissions\mixed\00539342.txt,1497,1546,0.9438877756,mixed\00539342.txt,mixed,00539342.txt,#N/A
..\..\groundtruth\00539343.txt,..\..\Submissions\mixed\00539343.txt,1579,1714,0.8473717543,mixed\00539343.txt,mixed,00539343.txt,#N/A
..\..\groundtruth\00539344.txt,..\..\Submissions\mixed\00539344.txt,1589,1660,0.8923851479,mixed\00539344.txt,mixed,00539344.txt,#N/A
..\..\groundtruth\00539345.txt,..\..\Submissions\mixed\00539345.txt,1559,1594,0.9371391918,mixed\00539345.txt,mixed,00539345.txt,#N/A
..\..\groundtruth\00539346.txt,..\..\Submissions\mixed\00539346.txt,1519,1562,0.9335088874,mixed\00539346.txt,mixed,00539346.txt,#N/A
..\..\groundtruth\00539347.txt,..\..\Submissions\mixed\00539347.txt,1626,1676,0.9335793358,mixed\00539347.txt,mixed,00539347.txt,#N/A
..\..\groundtruth\00539348.txt,..\..\Submissions\mixed\00539348.txt,1523,1577,0.920551543,mixed\00539348.txt,mixed,00539348.txt,#N/A
