groundTruth,result,wordIndexMissErrorRate,wordIndexFalseDetectionErrorRate,wordIndexSuccessRate,numberOfUniqueWordsInGroundTruth,numberOfUniqueWordsInResult,wordCountMissErrorRate,wordCountFalseDetectionErrorRate,wordCountSuccessRate,wordCountPrecision,wordCountRecall,wordCountFMeasure,numberOfWordsInGroundTruth,numberOfWordsInResult,Method and file,Method,File,Decorations
..\..\groundtruth\00046998.txt,..\..\Submissions\mixed\00046998.txt,0.5130434783,0.5087719298,0.4890829694,115,114,0.5423395445,0.4255319149,0.5094546176,0.5744680851,0.5294117647,0.5510204082,153,141,mixed\00046998.txt,mixed,00046998.txt,0
..\..\groundtruth\00046999.txt,..\..\Submissions\mixed\00046999.txt,0.487394958,0.5040650407,0.5041322314,119,123,0.5113795518,0.4304635762,0.5259846626,0.5695364238,0.5443037975,0.5566343042,158,151,mixed\00046999.txt,mixed,00046999.txt,0
..\..\groundtruth\00047000.txt,..\..\Submissions\mixed\00047000.txt,0.4471544715,0.46875,0.5418326693,123,128,0.454200542,0.3696969697,0.5850154315,0.6303030303,0.6153846154,0.622754491,169,165,mixed\00047000.txt,mixed,00047000.txt,0
..\..\groundtruth\00047001.txt,..\..\Submissions\mixed\00047001.txt,0.4861111111,0.4788732394,0.5174825175,72,71,0.4988425926,0.3789473684,0.5547003072,0.6210526316,0.59,0.6051282051,100,95,mixed\00047001.txt,mixed,00047001.txt,0
..\..\groundtruth\00047002.txt,..\..\Submissions\mixed\00047002.txt,0.65,0.6216216216,0.3636363636,40,37,0.6625,0.6315789474,0.3522833178,0.3684210526,0.3181818182,0.3414634146,44,38,mixed\00047002.txt,mixed,00047002.txt,0
..\..\groundtruth\00310010.txt,..\..\Submissions\mixed\00310010.txt,0.3272727273,0.4032258065,0.6324786325,110,124,0.3503030303,0.3483870968,0.650653526,0.6516129032,0.6965517241,0.6733333333,145,155,mixed\00310010.txt,mixed,00310010.txt,0
..\..\groundtruth\00451868.txt,..\..\Submissions\mixed\00451868.txt,0.2222222222,0.4324324324,0.65625,54,74,0.2425925926,0.3928571429,0.674001551,0.6071428571,0.7611940299,0.6754966887,67,84,mixed\00451868.txt,mixed,00451868.txt,0
..\..\groundtruth\00451869.txt,..\..\Submissions\mixed\00451869.txt,0.4,0.8,0.3,5,15,0.4,0.8,0.3,0.2,0.6,0.3,5,15,mixed\00451869.txt,mixed,00451869.txt,0
..\..\groundtruth\00451870.txt,..\..\Submissions\mixed\00451870.txt,0.34,0.6117647059,0.4888888889,50,85,0.34,0.58,0.5133333333,0.42,0.7118644068,0.5283018868,59,100,mixed\00451870.txt,mixed,00451870.txt,0
..\..\groundtruth\00451871.txt,..\..\Submissions\mixed\00451871.txt,0.397515528,0.4611111111,0.568914956,161,180,0.41072168,0.4075471698,0.5908613112,0.5924528302,0.623015873,0.6073500967,252,265,mixed\00451871.txt,mixed,00451871.txt,0
..\..\groundtruth\00451872.txt,..\..\Submissions\mixed\00451872.txt,0.3961038961,0.4593023256,0.5705521472,154,172,0.4260281385,0.3724696356,0.5995573934,0.6275303644,0.6300813008,0.6288032454,246,247,mixed\00451872.txt,mixed,00451872.txt,0
..\..\groundtruth\00451873.txt,..\..\Submissions\mixed\00451873.txt,0.39375,0.432748538,0.586102719,160,171,0.4114583333,0.356223176,0.6149213663,0.643776824,0.6465517241,0.6451612903,232,233,mixed\00451873.txt,mixed,00451873.txt,0
..\..\groundtruth\00451874.txt,..\..\Submissions\mixed\00451874.txt,0.4394904459,0.4465408805,0.5569620253,157,159,0.4394904459,0.3849557522,0.5865119513,0.6150442478,0.6261261261,0.6205357143,222,226,mixed\00451874.txt,mixed,00451874.txt,0
..\..\groundtruth\00451875.txt,..\..\Submissions\mixed\00451875.txt,0.3846153846,0.4074074074,0.6037735849,52,54,0.4150641026,0.4098360656,0.5875382861,0.5901639344,0.5901639344,0.5901639344,61,61,mixed\00451875.txt,mixed,00451875.txt,0
..\..\groundtruth\00451876.txt,..\..\Submissions\mixed\00451876.txt,0.4561403509,0.504,0.5188284519,114,125,0.4710526316,0.4285714286,0.5493679535,0.5714285714,0.5974025974,0.5841269841,154,161,mixed\00451876.txt,mixed,00451876.txt,0
..\..\groundtruth\00451877.txt,..\..\Submissions\mixed\00451877.txt,0.4378698225,0.4722222222,0.5444126074,169,180,0.4719381046,0.3706563707,0.5742713036,0.6293436293,0.6014760148,0.6150943396,271,259,mixed\00451877.txt,mixed,00451877.txt,0
..\..\groundtruth\00451878.txt,..\..\Submissions\mixed\00451878.txt,0.3179190751,0.3370786517,0.6723646724,173,178,0.3421850628,0.2631578947,0.6950895144,0.7368421053,0.7094594595,0.7228915663,296,285,mixed\00451878.txt,mixed,00451878.txt,0
..\..\groundtruth\00451879.txt,..\..\Submissions\mixed\00451879.txt,0.4319526627,0.4636871508,0.5517241379,169,179,0.4654785386,0.3601532567,0.5824609606,0.6398467433,0.6162361624,0.6278195489,271,261,mixed\00451879.txt,mixed,00451879.txt,0
..\..\groundtruth\00451880.txt,..\..\Submissions\mixed\00451880.txt,0.391025641,0.4476744186,0.5792682927,156,172,0.4293828856,0.3181818182,0.6212809949,0.6818181818,0.6569343066,0.6691449814,274,264,mixed\00451880.txt,mixed,00451880.txt,0
..\..\groundtruth\00451881.txt,..\..\Submissions\mixed\00451881.txt,0.4104046243,0.4069767442,0.5913043478,173,172,0.4381204698,0.3533834586,0.601277252,0.6466165414,0.6164874552,0.6311926606,279,266,mixed\00451881.txt,mixed,00451881.txt,0
..\..\groundtruth\00451882.txt,..\..\Submissions\mixed\00451882.txt,0.3522727273,0.3736263736,0.6368715084,176,182,0.3868657384,0.2818532819,0.6614987586,0.7181467181,0.6642857143,0.6901669759,280,259,mixed\00451882.txt,mixed,00451882.txt,0
..\..\groundtruth\00451883.txt,..\..\Submissions\mixed\00451883.txt,0.4166666667,0.4201183432,0.5816023739,168,169,0.4421201814,0.3446808511,0.6026865134,0.6553191489,0.6111111111,0.6324435318,252,235,mixed\00451883.txt,mixed,00451883.txt,0
..\..\groundtruth\00451884.txt,..\..\Submissions\mixed\00451884.txt,0.3611111111,0.385026738,0.6267029973,180,187,0.3945138889,0.3046875,0.6472978339,0.6953125,0.6568265683,0.6755218216,271,256,mixed\00451884.txt,mixed,00451884.txt,0
..\..\groundtruth\00451885.txt,..\..\Submissions\mixed\00451885.txt,0.4455445545,0.4977578475,0.5270588235,202,223,0.4917277442,0.4276923077,0.5383925961,0.5723076923,0.5375722543,0.5543964232,346,325,mixed\00451885.txt,mixed,00451885.txt,0
..\..\groundtruth\00451886.txt,..\..\Submissions\mixed\00451886.txt,0.488372093,0.5319148936,0.4888888889,172,188,0.5449958472,0.4341085271,0.5044256508,0.5658914729,0.5,0.5309090909,292,258,mixed\00451886.txt,mixed,00451886.txt,0
..\..\groundtruth\00451887.txt,..\..\Submissions\mixed\00451887.txt,0.4455958549,0.4427083333,0.5558441558,193,192,0.4819250697,0.3823529412,0.563496102,0.6176470588,0.5436893204,0.578313253,309,272,mixed\00451887.txt,mixed,00451887.txt,0
..\..\groundtruth\00451888.txt,..\..\Submissions\mixed\00451888.txt,0.5291479821,0.5766129032,0.4458598726,223,248,0.5613592685,0.4942196532,0.4698240359,0.5057803468,0.4794520548,0.4922644163,365,346,mixed\00451888.txt,mixed,00451888.txt,0
..\..\groundtruth\00451889.txt,..\..\Submissions\mixed\00451889.txt,0.4703196347,0.4678899083,0.5308924485,219,218,0.4843335508,0.380952381,0.5626476247,0.619047619,0.5820895522,0.6,335,315,mixed\00451889.txt,mixed,00451889.txt,0
..\..\groundtruth\00451890.txt,..\..\Submissions\mixed\00451890.txt,0.5020920502,0.5809859155,0.4550669216,239,284,0.5465763432,0.4825174825,0.4833398357,0.5174825175,0.4815618221,0.4988764045,461,429,mixed\00451890.txt,mixed,00451890.txt,0
..\..\groundtruth\00451891.txt,..\..\Submissions\mixed\00451891.txt,0.3868613139,0.4509803922,0.5793103448,137,153,0.4252230333,0.374501992,0.5990658063,0.625498008,0.5880149813,0.6061776062,267,251,mixed\00451891.txt,mixed,00451891.txt,0
..\..\groundtruth\00451892.txt,..\..\Submissions\mixed\00451892.txt,0.4969325153,0.5494505495,0.4753623188,163,182,0.5422326906,0.4736842105,0.4896541016,0.5263157895,0.4651162791,0.4938271605,301,266,mixed\00451892.txt,mixed,00451892.txt,0
..\..\groundtruth\00451893.txt,..\..\Submissions\mixed\00451893.txt,0.4716157205,0.5567765568,0.4820717131,229,273,0.5106427052,0.472826087,0.507562184,0.527173913,0.5243243243,0.5257452575,370,368,mixed\00451893.txt,mixed,00451893.txt,0
..\..\groundtruth\00451894.txt,..\..\Submissions\mixed\00451894.txt,0.5,0.5254237288,0.4869565217,224,236,0.5246067177,0.4290123457,0.518823854,0.5709876543,0.5505952381,0.5606060606,336,324,mixed\00451894.txt,mixed,00451894.txt,0
..\..\groundtruth\00451895.txt,..\..\Submissions\mixed\00451895.txt,0.4873096447,0.5073170732,0.5024875622,197,205,0.5255670903,0.4580645161,0.5059425895,0.5419354839,0.5508196721,0.5463414634,305,310,mixed\00451895.txt,mixed,00451895.txt,0
..\..\groundtruth\00451896.txt,..\..\Submissions\mixed\00451896.txt,0.5163043478,0.5459183673,0.4684210526,184,196,0.5614598264,0.4522058824,0.4871162436,0.5477941176,0.4869281046,0.5155709343,306,272,mixed\00451896.txt,mixed,00451896.txt,0
..\..\groundtruth\00451897.txt,..\..\Submissions\mixed\00451897.txt,0.4074074074,0.4418604651,0.5748502994,162,172,0.4568181818,0.3469387755,0.5930751037,0.6530612245,0.5882352941,0.6189555126,272,245,mixed\00451897.txt,mixed,00451897.txt,0
..\..\groundtruth\00451898.txt,..\..\Submissions\mixed\00451898.txt,0.5073170732,0.5491071429,0.4708624709,205,224,0.5544483159,0.4594594595,0.4884710418,0.5405405405,0.5172413793,0.5286343612,348,333,mixed\00451898.txt,mixed,00451898.txt,0
..\..\groundtruth\00451899.txt,..\..\Submissions\mixed\00451899.txt,0.4568965517,0.4615384615,0.5407725322,232,234,0.4847495895,0.4024390244,0.5533615882,0.5975609756,0.5648414986,0.5807407407,347,328,mixed\00451899.txt,mixed,00451899.txt,0
..\..\groundtruth\00451900.txt,..\..\Submissions\mixed\00451900.txt,0.5219298246,0.5458333333,0.4658119658,228,240,0.565596757,0.4760479042,0.4749939409,0.5239520958,0.5043227666,0.5139500734,347,334,mixed\00451900.txt,mixed,00451900.txt,0
..\..\groundtruth\00451901.txt,..\..\Submissions\mixed\00451901.txt,0.4622641509,0.5189873418,0.5077951002,212,237,0.4884171908,0.4766081871,0.517419941,0.5233918129,0.5611285266,0.5416036309,319,342,mixed\00451901.txt,mixed,00451901.txt,0
..\..\groundtruth\00451902.txt,..\..\Submissions\mixed\00451902.txt,0.4858490566,0.5155555556,0.4988558352,212,225,0.5186545373,0.4617737003,0.5081992201,0.5382262997,0.5238095238,0.5309200603,336,327,mixed\00451902.txt,mixed,00451902.txt,0
..\..\groundtruth\00451903.txt,..\..\Submissions\mixed\00451903.txt,0.450867052,0.450867052,0.549132948,173,173,0.4710156895,0.3602941176,0.5791002221,0.6397058824,0.5979381443,0.6181172291,291,272,mixed\00451903.txt,mixed,00451903.txt,0
..\..\groundtruth\00451904.txt,..\..\Submissions\mixed\00451904.txt,0.5230125523,0.5581395349,0.4587525151,239,258,0.5564156206,0.4696132597,0.4831175551,0.5303867403,0.5039370079,0.5168236878,381,362,mixed\00451904.txt,mixed,00451904.txt,0
..\..\groundtruth\00451905.txt,..\..\Submissions\mixed\00451905.txt,0.44,0.4473684211,0.5562913907,225,228,0.4502098765,0.3910614525,0.5778546913,0.6089385475,0.5923913043,0.6005509642,368,358,mixed\00451905.txt,mixed,00451905.txt,0
..\..\groundtruth\00451906.txt,..\..\Submissions\mixed\00451906.txt,0.3986928105,0.4457831325,0.5768025078,153,166,0.4260659819,0.375,0.5983794869,0.625,0.6352459016,0.6300813008,244,248,mixed\00451906.txt,mixed,00451906.txt,#N/A
..\..\groundtruth\00451907.txt,..\..\Submissions\mixed\00451907.txt,0.4009009009,0.436440678,0.5807860262,222,236,0.4332173082,0.3315508021,0.6134320833,0.6684491979,0.656167979,0.6622516556,381,374,mixed\00451907.txt,mixed,00451907.txt,#N/A
..\..\groundtruth\00451908.txt,..\..\Submissions\mixed\00451908.txt,0.4375,0.4705882353,0.5454545455,208,221,0.4722624598,0.3790849673,0.5705470562,0.6209150327,0.5882352941,0.6041335453,323,306,mixed\00451908.txt,mixed,00451908.txt,#N/A
..\..\groundtruth\00451909.txt,..\..\Submissions\mixed\00451909.txt,0.5181818182,0.5411255411,0.4700665188,220,231,0.5433769513,0.4402332362,0.5029613699,0.5597667638,0.5423728814,0.5509325681,354,343,mixed\00451909.txt,mixed,00451909.txt,#N/A
..\..\groundtruth\00451910.txt,..\..\Submissions\mixed\00451910.txt,0.2848101266,0.3024691358,0.70625,158,162,0.3009192285,0.2950819672,0.7019872677,0.7049180328,0.7166666667,0.7107438017,240,244,mixed\00451910.txt,mixed,00451910.txt,#N/A
..\..\groundtruth\00451911.txt,..\..\Submissions\mixed\00451911.txt,0.5076923077,0.5,0.496124031,195,192,0.5270940171,0.3801916933,0.5364825175,0.6198083067,0.5843373494,0.6015503876,332,313,mixed\00451911.txt,mixed,00451911.txt,#N/A
..\..\groundtruth\00451912.txt,..\..\Submissions\mixed\00451912.txt,0.42,0.4678899083,0.5550239234,200,218,0.4596688312,0.4095238095,0.5642918531,0.5904761905,0.5688073394,0.5794392523,327,315,mixed\00451912.txt,mixed,00451912.txt,#N/A
..\..\groundtruth\00451913.txt,..\..\Submissions\mixed\00451913.txt,0.4200913242,0.5189393939,0.5258799172,219,264,0.4620248473,0.4429708223,0.5473363869,0.5570291777,0.5660377358,0.5614973262,371,377,mixed\00451913.txt,mixed,00451913.txt,#N/A
..\..\groundtruth\00451914.txt,..\..\Submissions\mixed\00451914.txt,0.3651685393,0.4021164021,0.6158038147,178,189,0.3805243446,0.3283018868,0.6445307968,0.6716981132,0.6568265683,0.6641791045,271,265,mixed\00451914.txt,mixed,00451914.txt,#N/A
..\..\groundtruth\00451915.txt,..\..\Submissions\mixed\00451915.txt,0.4666666667,0.4691943128,0.5320665083,210,211,0.4820068027,0.3796610169,0.56456521,0.6203389831,0.5941558442,0.6069651741,308,295,mixed\00451915.txt,mixed,00451915.txt,#N/A
..\..\groundtruth\00451916.txt,..\..\Submissions\mixed\00451916.txt,0.5228215768,0.555984556,0.46,241,259,0.5545215043,0.507204611,0.4679438534,0.492795389,0.4985422741,0.4956521739,343,347,mixed\00451916.txt,mixed,00451916.txt,#N/A
..\..\groundtruth\00451917.txt,..\..\Submissions\mixed\00451917.txt,0.5276595745,0.5612648221,0.4549180328,235,253,0.5634751773,0.4914772727,0.4697812155,0.5085227273,0.4864130435,0.4972222222,368,352,mixed\00451917.txt,mixed,00451917.txt,#N/A
..\..\groundtruth\00451918.txt,..\..\Submissions\mixed\00451918.txt,0.5,0.4806629834,0.5094850949,188,181,0.5249620061,0.3917910448,0.5334376657,0.6082089552,0.5275080906,0.5649913345,309,268,mixed\00451918.txt,mixed,00451918.txt,#N/A
..\..\groundtruth\00451919.txt,..\..\Submissions\mixed\00451919.txt,0.4444444444,0.509202454,0.5211726384,144,163,0.476645172,0.429787234,0.5457798964,0.570212766,0.5677966102,0.5690021231,236,235,mixed\00451919.txt,mixed,00451919.txt,#N/A
..\..\groundtruth\00451920.txt,..\..\Submissions\mixed\00451920.txt,0.4714285714,0.4825174825,0.5229681979,140,143,0.4982462379,0.4016736402,0.5458011576,0.5983263598,0.5909090909,0.5945945946,242,239,mixed\00451920.txt,mixed,00451920.txt,#N/A
..\..\groundtruth\00451921.txt,..\..\Submissions\mixed\00451921.txt,0.400862069,0.4110169492,0.594017094,232,236,0.4227490421,0.3699421965,0.6024995133,0.6300578035,0.5940054496,0.6115007013,367,346,mixed\00451921.txt,mixed,00451921.txt,#N/A
..\..\groundtruth\00451922.txt,..\..\Submissions\mixed\00451922.txt,0.3936170213,0.5043478261,0.5454545455,94,115,0.4379432624,0.4589041096,0.551377177,0.5410958904,0.5724637681,0.5563380282,138,146,mixed\00451922.txt,mixed,00451922.txt,#N/A
..\..\groundtruth\00451923.txt,..\..\Submissions\mixed\00451923.txt,0.3474576271,0.4460431655,0.5992217899,118,139,0.364470981,0.4333333333,0.5991256084,0.5666666667,0.6071428571,0.5862068966,196,210,mixed\00451923.txt,mixed,00451923.txt,#N/A
..\..\groundtruth\00451924.txt,..\..\Submissions\mixed\00451924.txt,0.3947368421,0.4457831325,0.5786163522,76,83,0.4074874687,0.3982300885,0.5971053425,0.6017699115,0.6071428571,0.6044444444,112,113,mixed\00451924.txt,mixed,00451924.txt,#N/A
..\..\groundtruth\00451925.txt,..\..\Submissions\mixed\00451925.txt,0.2195121951,0.4181818182,0.6666666667,82,110,0.2347560976,0.3669064748,0.6929242545,0.6330935252,0.8073394495,0.7096774194,109,139,mixed\00451925.txt,mixed,00451925.txt,#N/A
..\..\groundtruth\00451926.txt,..\..\Submissions\mixed\00451926.txt,0.3238636364,0.3351955307,0.6704225352,176,179,0.3355113636,0.2635658915,0.6986139647,0.7364341085,0.7251908397,0.7307692308,262,258,mixed\00451926.txt,mixed,00451926.txt,#N/A
..\..\groundtruth\00451927.txt,..\..\Submissions\mixed\00451927.txt,0.3522727273,0.3770491803,0.635097493,176,183,0.3812008068,0.3082706767,0.6532349992,0.6917293233,0.6618705036,0.6764705882,278,266,mixed\00451927.txt,mixed,00451927.txt,#N/A
..\..\groundtruth\00451928.txt,..\..\Submissions\mixed\00451928.txt,0.3734939759,0.377245509,0.6246246246,166,167,0.3863119143,0.332103321,0.6396459222,0.667896679,0.6830188679,0.6753731343,265,271,mixed\00451928.txt,mixed,00451928.txt,#N/A
..\..\groundtruth\00451929.txt,..\..\Submissions\mixed\00451929.txt,0.3169014085,0.3533333333,0.6643835616,142,150,0.3459590879,0.3094170404,0.6718153951,0.6905829596,0.6875,0.6890380313,224,223,mixed\00451929.txt,mixed,00451929.txt,#N/A
..\..\groundtruth\00451930.txt,..\..\Submissions\mixed\00451930.txt,0.417218543,0.4567901235,0.5623003195,151,162,0.4433645824,0.3333333333,0.6067026014,0.6666666667,0.6425702811,0.654396728,249,240,mixed\00451930.txt,mixed,00451930.txt,#N/A
..\..\groundtruth\00451931.txt,..\..\Submissions\mixed\00451931.txt,0.4294871795,0.450617284,0.5597484277,156,162,0.4775819088,0.393442623,0.5613524049,0.606557377,0.5421245421,0.5725338491,273,244,mixed\00451931.txt,mixed,00451931.txt,#N/A
..\..\groundtruth\00451932.txt,..\..\Submissions\mixed\00451932.txt,0.3788819876,0.4047619048,0.6079027356,161,168,0.4113871636,0.30651341,0.6367604577,0.69348659,0.6534296029,0.6728624535,277,261,mixed\00451932.txt,mixed,00451932.txt,#N/A
..\..\groundtruth\00451933.txt,..\..\Submissions\mixed\00451933.txt,0.3859649123,0.4034090909,0.6051873199,171,176,0.4075141558,0.2953736655,0.6437085944,0.7046263345,0.6780821918,0.6910994764,292,281,mixed\00451933.txt,mixed,00451933.txt,#N/A
..\..\groundtruth\00451934.txt,..\..\Submissions\mixed\00451934.txt,0.3776223776,0.4472049689,0.5855263158,143,161,0.435983461,0.3394160584,0.6084927687,0.6605839416,0.5953947368,0.6262975779,304,274,mixed\00451934.txt,mixed,00451934.txt,#N/A
..\..\groundtruth\00451935.txt,..\..\Submissions\mixed\00451935.txt,0.4125,0.4437869822,0.5714285714,160,169,0.4318830128,0.3524904215,0.6052207171,0.6475095785,0.6353383459,0.6413662239,266,261,mixed\00451935.txt,mixed,00451935.txt,#N/A
..\..\groundtruth\00451936.txt,..\..\Submissions\mixed\00451936.txt,0.3758865248,0.397260274,0.6132404181,141,146,0.4110520095,0.3425925926,0.6212975403,0.6574074074,0.6200873362,0.6382022472,229,216,mixed\00451936.txt,mixed,00451936.txt,#N/A
..\..\groundtruth\00451937.txt,..\..\Submissions\mixed\00451937.txt,0.4152046784,0.4505494505,0.566572238,171,182,0.4562776892,0.3664122137,0.5852252794,0.6335877863,0.5845070423,0.6080586081,284,262,mixed\00451937.txt,mixed,00451937.txt,#N/A
..\..\groundtruth\00451938.txt,..\..\Submissions\mixed\00451938.txt,0.4363636364,0.4464285714,0.5585585586,165,168,0.4560343697,0.3306772908,0.6001682165,0.6693227092,0.641221374,0.6549707602,262,251,mixed\00451938.txt,mixed,00451938.txt,#N/A
..\..\groundtruth\00451939.txt,..\..\Submissions\mixed\00451939.txt,0.35625,0.3869047619,0.6280487805,160,168,0.3885714286,0.321969697,0.643009417,0.678030303,0.662962963,0.670411985,270,264,mixed\00451939.txt,mixed,00451939.txt,#N/A
..\..\groundtruth\00451940.txt,..\..\Submissions\mixed\00451940.txt,0.3825503356,0.4140127389,0.6013071895,149,157,0.4005472995,0.2846153846,0.6523076801,0.7153846154,0.6863468635,0.7005649718,271,260,mixed\00451940.txt,mixed,00451940.txt,#N/A
..\..\groundtruth\00451941.txt,..\..\Submissions\mixed\00451941.txt,0.3580246914,0.3918128655,0.6246246246,162,171,0.3949381209,0.2906976744,0.653048518,0.7093023256,0.6535714286,0.6802973978,280,258,mixed\00451941.txt,mixed,00451941.txt,#N/A
..\..\groundtruth\00451942.txt,..\..\Submissions\mixed\00451942.txt,0.3710691824,0.4318181818,0.5970149254,159,176,0.4004394453,0.3321299639,0.6318744904,0.6678700361,0.6468531469,0.6571936057,286,277,mixed\00451942.txt,mixed,00451942.txt,#N/A
..\..\groundtruth\00451943.txt,..\..\Submissions\mixed\00451943.txt,0.43125,0.48,0.5432835821,160,175,0.4866729798,0.3935742972,0.5560061478,0.6064257028,0.5531135531,0.5785440613,273,249,mixed\00451943.txt,mixed,00451943.txt,#N/A
..\..\groundtruth\00451944.txt,..\..\Submissions\mixed\00451944.txt,0.4466666667,0.487654321,0.5320512821,150,162,0.4716060606,0.4323308271,0.5473278814,0.5676691729,0.5655430712,0.5666041276,267,266,mixed\00451944.txt,mixed,00451944.txt,#N/A
..\..\groundtruth\00451945.txt,..\..\Submissions\mixed\00451945.txt,0.35,0.4090909091,0.619047619,140,154,0.3863180272,0.3448275862,0.6337488425,0.6551724138,0.6404494382,0.6477272727,267,261,mixed\00451945.txt,mixed,00451945.txt,#N/A
