groundTruth,result,wordIndexMissErrorRate,wordIndexFalseDetectionErrorRate,wordIndexSuccessRate,numberOfUniqueWordsInGroundTruth,numberOfUniqueWordsInResult,wordCountMissErrorRate,wordCountFalseDetectionErrorRate,wordCountSuccessRate,wordCountPrecision,wordCountRecall,wordCountFMeasure,numberOfWordsInGroundTruth,numberOfWordsInResult,Method and file,Method,File,Decorations
..\..\groundtruth\00539371.txt,..\..\Submissions\gt4hist\00539371.txt,0.4432432432,0.5231481481,0.5137157107,185,216,0.4965958816,0.4448669202,0.5280046447,0.5551330798,0.5447761194,0.549905838,268,263,gt4hist\00539371.txt,gt4hist,00539371.txt,0
..\..\groundtruth\00539372.txt,..\..\Submissions\gt4hist\00539372.txt,0.3353658537,0.4603960396,0.5956284153,164,202,0.3793851812,0.3517241379,0.6341438435,0.6482758621,0.6438356164,0.64604811,292,290,gt4hist\00539372.txt,gt4hist,00539372.txt,0
..\..\groundtruth\00539373.txt,..\..\Submissions\gt4hist\00539373.txt,0.3353293413,0.4278350515,0.6149584488,167,194,0.3836664334,0.3421052632,0.6364363568,0.6578947368,0.6529850746,0.6554307116,268,266,gt4hist\00539373.txt,gt4hist,00539373.txt,0
..\..\groundtruth\00046893.txt,..\..\Submissions\mixed\00046893.txt,0.6428571429,0.4444444444,0.4347826087,14,9,0.6428571429,0.4444444444,0.4347826087,0.5555555556,0.3571428571,0.4347826087,14,9,mixed\00046893.txt,mixed,00046893.txt,0
..\..\groundtruth\00046895.txt,..\..\Submissions\mixed\00046895.txt,0.6470588235,0.6470588235,0.3529411765,68,68,0.6633986928,0.5769230769,0.3749172733,0.4230769231,0.3928571429,0.4074074074,84,78,mixed\00046895.txt,mixed,00046895.txt,0
..\..\groundtruth\00046896.txt,..\..\Submissions\mixed\00046896.txt,0.6296296296,0.6202531646,0.375,81,79,0.6385459534,0.5050505051,0.4177971929,0.4949494949,0.4454545455,0.4688995215,110,99,mixed\00046896.txt,mixed,00046896.txt,0
..\..\groundtruth\00046897.txt,..\..\Submissions\mixed\00046897.txt,0.6235294118,0.6235294118,0.3764705882,85,85,0.6387631976,0.5612244898,0.3962485571,0.4387755102,0.4018691589,0.4195121951,107,98,mixed\00046897.txt,mixed,00046897.txt,0
..\..\groundtruth\00046898.txt,..\..\Submissions\mixed\00046898.txt,0.5581395349,0.5581395349,0.4418604651,86,86,0.5730620155,0.48,0.4688960747,0.52,0.4770642202,0.4976076555,109,100,mixed\00046898.txt,mixed,00046898.txt,0
..\..\groundtruth\00046899.txt,..\..\Submissions\mixed\00046899.txt,0.5375,0.5256410256,0.4683544304,80,78,0.5474264706,0.4432989691,0.4992658297,0.5567010309,0.5094339623,0.5320197044,106,97,mixed\00046899.txt,mixed,00046899.txt,0
..\..\groundtruth\00046900.txt,..\..\Submissions\mixed\00046900.txt,0.5222222222,0.5113636364,0.4831460674,90,88,0.5404040404,0.46,0.4965642684,0.54,0.4695652174,0.5023255814,115,100,mixed\00046900.txt,mixed,00046900.txt,0
..\..\groundtruth\00046901.txt,..\..\Submissions\mixed\00046901.txt,0.5795454545,0.5595238095,0.4302325581,88,84,0.5961174242,0.5052631579,0.4447168315,0.4947368421,0.4272727273,0.4585365854,110,95,mixed\00046901.txt,mixed,00046901.txt,0
..\..\groundtruth\00046902.txt,..\..\Submissions\mixed\00046902.txt,0.5882352941,0.5882352941,0.4117647059,85,85,0.6125490196,0.5,0.4365885992,0.5,0.4568965517,0.4774774775,116,106,mixed\00046902.txt,mixed,00046902.txt,0
..\..\groundtruth\00046903.txt,..\..\Submissions\mixed\00046903.txt,0.4693877551,0.48,0.5252525253,49,50,0.5051020408,0.4545454545,0.5189478377,0.5454545455,0.5172413793,0.5309734513,58,55,mixed\00046903.txt,mixed,00046903.txt,0
..\..\groundtruth\00046905.txt,..\..\Submissions\mixed\00046905.txt,0.4893617021,0.4545454545,0.5274725275,47,44,0.5,0.42,0.537037037,0.58,0.537037037,0.5576923077,54,50,mixed\00046905.txt,mixed,00046905.txt,0
..\..\groundtruth\00046906.txt,..\..\Submissions\mixed\00046906.txt,0.4807692308,0.5263157895,0.495412844,104,114,0.5324300699,0.4925373134,0.4867002166,0.5074626866,0.4857142857,0.496350365,140,134,mixed\00046906.txt,mixed,00046906.txt,0
..\..\groundtruth\00046907.txt,..\..\Submissions\mixed\00046907.txt,0.5511811024,0.5808823529,0.433460076,127,136,0.5672415948,0.5088757396,0.460097715,0.4911242604,0.4715909091,0.4811594203,176,169,mixed\00046907.txt,mixed,00046907.txt,0
..\..\groundtruth\00046908.txt,..\..\Submissions\mixed\00046908.txt,0.5476190476,0.5746268657,0.4384615385,126,134,0.574691358,0.487804878,0.4647256259,0.512195122,0.4719101124,0.4912280702,178,164,mixed\00046908.txt,mixed,00046908.txt,0
..\..\groundtruth\00046909.txt,..\..\Submissions\mixed\00046909.txt,0.4380165289,0.4471544715,0.5573770492,121,123,0.4538895448,0.3694267516,0.5853104665,0.6305732484,0.6,0.6149068323,165,157,mixed\00046909.txt,mixed,00046909.txt,0
..\..\groundtruth\00046910.txt,..\..\Submissions\mixed\00046910.txt,0.4112903226,0.446969697,0.5703125,124,132,0.4264784946,0.3463687151,0.6109615713,0.6536312849,0.6393442623,0.6464088398,183,179,mixed\00046910.txt,mixed,00046910.txt,0
..\..\groundtruth\00046911.txt,..\..\Submissions\mixed\00046911.txt,0.4846153846,0.5179856115,0.4981412639,130,139,0.5044378698,0.4540229885,0.5195494245,0.5459770115,0.5523255814,0.549132948,172,174,mixed\00046911.txt,mixed,00046911.txt,0
..\..\groundtruth\00046912.txt,..\..\Submissions\mixed\00046912.txt,0.5130434783,0.5447154472,0.4705882353,115,123,0.5375532822,0.4625,0.4971567112,0.5375,0.527607362,0.5325077399,163,160,mixed\00046912.txt,mixed,00046912.txt,0
..\..\groundtruth\00046913.txt,..\..\Submissions\mixed\00046913.txt,0.5,0.5161290323,0.4918032787,120,124,0.5138468013,0.4802631579,0.5023843919,0.5197368421,0.5,0.5096774194,158,152,mixed\00046913.txt,mixed,00046913.txt,0
..\..\groundtruth\00046914.txt,..\..\Submissions\mixed\00046914.txt,0.4461538462,0.4503816794,0.5517241379,130,131,0.4608481262,0.371257485,0.5805108892,0.628742515,0.6069364162,0.6176470588,173,167,mixed\00046914.txt,mixed,00046914.txt,0
..\..\groundtruth\00046915.txt,..\..\Submissions\mixed\00046915.txt,0.5338345865,0.5373134328,0.4644194757,133,134,0.55245256,0.4620253165,0.4886124556,0.5379746835,0.5029585799,0.5198776758,169,158,mixed\00046915.txt,mixed,00046915.txt,0
..\..\groundtruth\00046916.txt,..\..\Submissions\mixed\00046916.txt,0.5123966942,0.5317460317,0.4777327935,121,126,0.5285812672,0.4402515723,0.511800423,0.5597484277,0.549382716,0.554517134,162,159,mixed\00046916.txt,mixed,00046916.txt,0
..\..\groundtruth\00046917.txt,..\..\Submissions\mixed\00046917.txt,0.5789473684,0.5966386555,0.4120171674,114,119,0.6128654971,0.5136986301,0.431088406,0.4863013699,0.4493670886,0.4671052632,158,146,mixed\00046917.txt,mixed,00046917.txt,0
..\..\groundtruth\00046918.txt,..\..\Submissions\mixed\00046918.txt,0.4913793103,0.5042016807,0.5021276596,116,119,0.5023872679,0.4473684211,0.5236810273,0.5526315789,0.5384615385,0.5454545455,156,152,mixed\00046918.txt,mixed,00046918.txt,0
..\..\groundtruth\00046919.txt,..\..\Submissions\mixed\00046919.txt,0.5333333333,0.552,0.4571428571,120,125,0.5502314815,0.4294478528,0.5030112642,0.5705521472,0.5438596491,0.5568862275,171,163,mixed\00046919.txt,mixed,00046919.txt,0
..\..\groundtruth\00046920.txt,..\..\Submissions\mixed\00046920.txt,0.4545454545,0.4545454545,0.5454545455,121,121,0.4659090909,0.375,0.5759803922,0.625,0.5864197531,0.6050955414,162,152,mixed\00046920.txt,mixed,00046920.txt,0
..\..\groundtruth\00046921.txt,..\..\Submissions\mixed\00046921.txt,0.5,0.5203252033,0.489626556,118,123,0.5134180791,0.4367088608,0.5221341417,0.5632911392,0.5632911392,0.5632911392,158,158,mixed\00046921.txt,mixed,00046921.txt,0
..\..\groundtruth\00046922.txt,..\..\Submissions\mixed\00046922.txt,0.5118110236,0.5267175573,0.480620155,127,131,0.5204724409,0.4573170732,0.5091542747,0.5426829268,0.5329341317,0.5377643505,167,164,mixed\00046922.txt,mixed,00046922.txt,0
..\..\groundtruth\00046923.txt,..\..\Submissions\mixed\00046923.txt,0.5245901639,0.5538461538,0.4603174603,122,130,0.5486214605,0.5095541401,0.4701019342,0.4904458599,0.48125,0.4858044164,160,157,mixed\00046923.txt,mixed,00046923.txt,0
..\..\groundtruth\00046924.txt,..\..\Submissions\mixed\00046924.txt,0.5306122449,0.5353535354,0.4670050761,98,99,0.5540816327,0.4782608696,0.4808582825,0.5217391304,0.4838709677,0.5020920502,124,115,mixed\00046924.txt,mixed,00046924.txt,0
..\..\groundtruth\00046925.txt,..\..\Submissions\mixed\00046925.txt,0.5092592593,0.5508474576,0.4690265487,108,118,0.5300925926,0.4487179487,0.5073525138,0.5512820513,0.5341614907,0.5425867508,161,156,mixed\00046925.txt,mixed,00046925.txt,0
..\..\groundtruth\00046926.txt,..\..\Submissions\mixed\00046926.txt,0.5517241379,0.5398230088,0.4541484716,116,113,0.5651939655,0.4161073826,0.4984399127,0.5838926174,0.5337423313,0.5576923077,163,149,mixed\00046926.txt,mixed,00046926.txt,0
..\..\groundtruth\00046927.txt,..\..\Submissions\mixed\00046927.txt,0.515625,0.5303030303,0.4769230769,128,132,0.5278645833,0.45625,0.5054184824,0.54375,0.5087719298,0.5256797583,171,160,mixed\00046927.txt,mixed,00046927.txt,0
..\..\groundtruth\00046928.txt,..\..\Submissions\mixed\00046928.txt,0.4743589744,0.5,0.5125,78,82,0.4961843712,0.4215686275,0.5385513017,0.5784313725,0.5619047619,0.5700483092,105,102,mixed\00046928.txt,mixed,00046928.txt,0
..\..\groundtruth\00046929.txt,..\..\Submissions\mixed\00046929.txt,0.528,0.5354330709,0.4682539683,125,127,0.5470444444,0.4269005848,0.5059934826,0.5730994152,0.5414364641,0.5568181818,181,171,mixed\00046929.txt,mixed,00046929.txt,0
..\..\groundtruth\00046930.txt,..\..\Submissions\mixed\00046930.txt,0.462962963,0.4774774775,0.5296803653,108,111,0.4858539095,0.3907284768,0.5576814319,0.6092715232,0.575,0.5916398714,160,151,mixed\00046930.txt,mixed,00046930.txt,0
..\..\groundtruth\00046931.txt,..\..\Submissions\mixed\00046931.txt,0.5354330709,0.5426356589,0.4609375,127,129,0.5453404863,0.432748538,0.5047529188,0.567251462,0.5542857143,0.5606936416,175,171,mixed\00046931.txt,mixed,00046931.txt,0
..\..\groundtruth\00046932.txt,..\..\Submissions\mixed\00046932.txt,0.5,0.5365853659,0.4810126582,114,123,0.5162907268,0.4827586207,0.4999136591,0.5172413793,0.4966887417,0.5067567568,151,145,mixed\00046932.txt,mixed,00046932.txt,0
..\..\groundtruth\00046933.txt,..\..\Submissions\mixed\00046933.txt,0.5619047619,0.5818181818,0.4279069767,105,110,0.5806349206,0.5149253731,0.449832881,0.4850746269,0.4676258993,0.4761904762,139,134,mixed\00046933.txt,mixed,00046933.txt,0
..\..\groundtruth\00046934.txt,..\..\Submissions\mixed\00046934.txt,0.4379562044,0.4577464789,0.5519713262,137,142,0.4459042985,0.4161849711,0.5685672687,0.5838150289,0.5642458101,0.5738636364,179,173,mixed\00046934.txt,mixed,00046934.txt,0
..\..\groundtruth\00046935.txt,..\..\Submissions\mixed\00046935.txt,0.6016949153,0.6209677419,0.3884297521,118,124,0.6112016515,0.5448275862,0.4193753876,0.4551724138,0.4370860927,0.4459459459,151,145,mixed\00046935.txt,mixed,00046935.txt,0
..\..\groundtruth\00046936.txt,..\..\Submissions\mixed\00046936.txt,0.4495412844,0.4915254237,0.5286343612,109,118,0.4795556755,0.4405594406,0.5392383362,0.5594405594,0.5128205128,0.5351170569,156,143,mixed\00046936.txt,mixed,00046936.txt,0
..\..\groundtruth\00046937.txt,..\..\Submissions\mixed\00046937.txt,0.5454545455,0.5416666667,0.4564315353,121,120,0.555785124,0.4516129032,0.4908346203,0.5483870968,0.5279503106,0.5379746835,161,155,mixed\00046937.txt,mixed,00046937.txt,0
..\..\groundtruth\00046938.txt,..\..\Submissions\mixed\00046938.txt,0.5086206897,0.5581395349,0.4653061224,116,129,0.5303552769,0.4213483146,0.518480667,0.5786516854,0.5309278351,0.5537634409,194,178,mixed\00046938.txt,mixed,00046938.txt,0
..\..\groundtruth\00046939.txt,..\..\Submissions\mixed\00046939.txt,0.5041322314,0.5348837209,0.48,121,129,0.5458605191,0.4512195122,0.4969945632,0.5487804878,0.5,0.523255814,180,164,mixed\00046939.txt,mixed,00046939.txt,0
..\..\groundtruth\00046940.txt,..\..\Submissions\mixed\00046940.txt,0.568,0.6029411765,0.4137931034,125,136,0.6094761905,0.5058139535,0.43628183,0.4941860465,0.425,0.4569892473,200,172,mixed\00046940.txt,mixed,00046940.txt,0
..\..\groundtruth\00046941.txt,..\..\Submissions\mixed\00046941.txt,0.6086956522,0.6301369863,0.3802816901,138,146,0.6245819398,0.5818181818,0.3956477597,0.4181818182,0.4011627907,0.409495549,172,165,mixed\00046941.txt,mixed,00046941.txt,0
..\..\groundtruth\00046942.txt,..\..\Submissions\mixed\00046942.txt,0.4268292683,0.4470588235,0.5628742515,82,85,0.4619293308,0.3738317757,0.5787862909,0.6261682243,0.5630252101,0.592920354,119,107,mixed\00046942.txt,mixed,00046942.txt,0
..\..\groundtruth\00046943.txt,..\..\Submissions\mixed\00046943.txt,0.4333333333,0.4269662921,0.5698324022,90,89,0.4392592593,0.376146789,0.5906157315,0.623853211,0.5862068966,0.6044444444,116,109,mixed\00046943.txt,mixed,00046943.txt,0
..\..\groundtruth\00046944.txt,..\..\Submissions\mixed\00046944.txt,0.5583333333,0.576,0.4326530612,120,125,0.5775966184,0.4903225806,0.4619545114,0.5096774194,0.4619883041,0.4846625767,171,155,mixed\00046944.txt,mixed,00046944.txt,0
..\..\groundtruth\00046945.txt,..\..\Submissions\mixed\00046945.txt,0.4715447154,0.5,0.5138339921,123,130,0.4910117435,0.395480226,0.5526560337,0.604519774,0.5752688172,0.5895316804,186,177,mixed\00046945.txt,mixed,00046945.txt,0
..\..\groundtruth\00046946.txt,..\..\Submissions\mixed\00046946.txt,0.4336283186,0.4621848739,0.5517241379,113,119,0.4545157141,0.3865030675,0.5774950117,0.6134969325,0.5988023952,0.6060606061,167,163,mixed\00046946.txt,mixed,00046946.txt,0
..\..\groundtruth\00046947.txt,..\..\Submissions\mixed\00046947.txt,0.5242718447,0.5288461538,0.4734299517,103,104,0.5542365402,0.4789915966,0.4804577322,0.5210084034,0.4696969697,0.4940239044,132,119,mixed\00046947.txt,mixed,00046947.txt,0
..\..\groundtruth\00046948.txt,..\..\Submissions\mixed\00046948.txt,0.4628099174,0.48,0.5284552846,121,125,0.4941547708,0.4076433121,0.5456934647,0.5923566879,0.5344827586,0.5619335347,174,157,mixed\00046948.txt,mixed,00046948.txt,0
..\..\groundtruth\00046949.txt,..\..\Submissions\mixed\00046949.txt,0.5433070866,0.5703703704,0.4427480916,127,135,0.5760065565,0.4709302326,0.4707392122,0.5290697674,0.4918918919,0.5098039216,185,172,mixed\00046949.txt,mixed,00046949.txt,0
..\..\groundtruth\00046950.txt,..\..\Submissions\mixed\00046950.txt,0.408,0.4518518519,0.5692307692,125,135,0.4367929825,0.4207650273,0.5711085626,0.5792349727,0.5578947368,0.5683646113,190,183,mixed\00046950.txt,mixed,00046950.txt,0
..\..\groundtruth\00046951.txt,..\..\Submissions\mixed\00046951.txt,0.4887218045,0.4925373134,0.5093632959,133,134,0.5030632136,0.4107142857,0.5391855701,0.5892857143,0.546961326,0.5673352436,181,168,mixed\00046951.txt,mixed,00046951.txt,0
..\..\groundtruth\00046952.txt,..\..\Submissions\mixed\00046952.txt,0.5081967213,0.512195122,0.4897959184,122,123,0.5148171501,0.4895104895,0.4975145749,0.5104895105,0.5,0.5051903114,146,143,mixed\00046952.txt,mixed,00046952.txt,0
..\..\groundtruth\00046953.txt,..\..\Submissions\mixed\00046953.txt,0.4757281553,0.4905660377,0.5167464115,103,106,0.4966189746,0.3776223776,0.5565901472,0.6223776224,0.5741935484,0.5973154362,155,143,mixed\00046953.txt,mixed,00046953.txt,0
..\..\groundtruth\00046954.txt,..\..\Submissions\mixed\00046954.txt,0.546875,0.5572519084,0.4478764479,128,131,0.5710565476,0.5030674847,0.4604416923,0.4969325153,0.4550561798,0.4750733138,178,163,mixed\00046954.txt,mixed,00046954.txt,0
..\..\groundtruth\00046955.txt,..\..\Submissions\mixed\00046955.txt,0.4596774194,0.4885496183,0.5254901961,124,131,0.4822214076,0.3885714286,0.5607201853,0.6114285714,0.6011235955,0.6062322946,178,175,mixed\00046955.txt,mixed,00046955.txt,0
..\..\groundtruth\00046956.txt,..\..\Submissions\mixed\00046956.txt,0.4180327869,0.4132231405,0.5843621399,122,121,0.4202682563,0.375,0.6015153858,0.625,0.5882352941,0.6060606061,153,144,mixed\00046956.txt,mixed,00046956.txt,0
..\..\groundtruth\00046957.txt,..\..\Submissions\mixed\00046957.txt,0.487804878,0.5263157895,0.4921875,123,133,0.5241192412,0.4277456647,0.5196368843,0.5722543353,0.5625,0.5673352436,176,173,mixed\00046957.txt,mixed,00046957.txt,0
..\..\groundtruth\00046958.txt,..\..\Submissions\mixed\00046958.txt,0.4594594595,0.4871794872,0.5263157895,111,117,0.4827005577,0.3986486486,0.5561676985,0.6013513514,0.5779220779,0.5894039735,154,148,mixed\00046958.txt,mixed,00046958.txt,0
..\..\groundtruth\00046959.txt,..\..\Submissions\mixed\00046959.txt,0.512,0.5271317829,0.4803149606,125,129,0.5370105263,0.4516129032,0.5020829249,0.5483870968,0.4970760234,0.5214723926,171,155,mixed\00046959.txt,mixed,00046959.txt,0
..\..\groundtruth\00046960.txt,..\..\Submissions\mixed\00046960.txt,0.5446428571,0.5446428571,0.4553571429,112,112,0.5508078231,0.4391891892,0.4988338292,0.5608108108,0.5424836601,0.5514950166,153,148,mixed\00046960.txt,mixed,00046960.txt,0
..\..\groundtruth\00046961.txt,..\..\Submissions\mixed\00046961.txt,0.4537815126,0.4921875,0.5263157895,119,128,0.4995416348,0.4267515924,0.5343860506,0.5732484076,0.5142857143,0.5421686747,175,157,mixed\00046961.txt,mixed,00046961.txt,0
..\..\groundtruth\00046962.txt,..\..\Submissions\mixed\00046962.txt,0.48,0.5075757576,0.5058365759,125,132,0.5097333333,0.4487179487,0.5189871756,0.5512820513,0.5212121212,0.5358255452,165,156,mixed\00046962.txt,mixed,00046962.txt,0
..\..\groundtruth\00046963.txt,..\..\Submissions\mixed\00046963.txt,0.4803149606,0.4961832061,0.511627907,127,131,0.5084176978,0.4277108434,0.528874459,0.5722891566,0.5367231638,0.5539358601,177,166,mixed\00046963.txt,mixed,00046963.txt,0
..\..\groundtruth\00046964.txt,..\..\Submissions\mixed\00046964.txt,0.4537815126,0.4537815126,0.5462184874,119,119,0.4667572912,0.3881578947,0.5698448492,0.6118421053,0.5670731707,0.5886075949,164,152,mixed\00046964.txt,mixed,00046964.txt,0
..\..\groundtruth\00046965.txt,..\..\Submissions\mixed\00046965.txt,0.5882352941,0.608,0.4016393443,119,125,0.6093437375,0.5128205128,0.4336112256,0.4871794872,0.4418604651,0.4634146341,172,156,mixed\00046965.txt,mixed,00046965.txt,0
..\..\groundtruth\00046966.txt,..\..\Submissions\mixed\00046966.txt,0.6016949153,0.6178861789,0.3900414938,118,123,0.6258474576,0.5384615385,0.4132766489,0.4615384615,0.4311377246,0.4458204334,167,156,mixed\00046966.txt,mixed,00046966.txt,0
..\..\groundtruth\00046967.txt,..\..\Submissions\mixed\00046967.txt,0.5309734513,0.5431034483,0.4628820961,113,116,0.5458094742,0.4407894737,0.50125885,0.5592105263,0.5414012739,0.5501618123,157,152,mixed\00046967.txt,mixed,00046967.txt,0
..\..\groundtruth\00046968.txt,..\..\Submissions\mixed\00046968.txt,0.5357142857,0.5229357798,0.4705882353,112,109,0.5457589286,0.4305555556,0.5053603876,0.5694444444,0.5222929936,0.5448504983,157,144,mixed\00046968.txt,mixed,00046968.txt,0
..\..\groundtruth\00046969.txt,..\..\Submissions\mixed\00046969.txt,0.5517241379,0.5593220339,0.4444444444,116,118,0.5581896552,0.4569536424,0.4872251931,0.5430463576,0.5061728395,0.5239616613,162,151,mixed\00046969.txt,mixed,00046969.txt,0
..\..\groundtruth\00046970.txt,..\..\Submissions\mixed\00046970.txt,0.5213675214,0.5371900826,0.4705882353,117,121,0.5404120096,0.4861111111,0.4852239776,0.5138888889,0.4900662252,0.5016949153,151,144,mixed\00046970.txt,mixed,00046970.txt,0
..\..\groundtruth\00046971.txt,..\..\Submissions\mixed\00046971.txt,0.452991453,0.4838709677,0.531120332,117,124,0.4794871795,0.3988095238,0.5579503089,0.6011904762,0.5738636364,0.5872093023,176,168,mixed\00046971.txt,mixed,00046971.txt,0
..\..\groundtruth\00046972.txt,..\..\Submissions\mixed\00046972.txt,0.5537190083,0.5846153846,0.4302788845,121,130,0.5946280992,0.4825581395,0.4546017828,0.5174418605,0.4863387978,0.5014084507,183,172,mixed\00046972.txt,mixed,00046972.txt,0
..\..\groundtruth\00046973.txt,..\..\Submissions\mixed\00046973.txt,0.4921875,0.5112781955,0.4980842912,128,133,0.5058936404,0.4484848485,0.5212347697,0.5515151515,0.5141242938,0.5321637427,177,165,mixed\00046973.txt,mixed,00046973.txt,0
..\..\groundtruth\00046974.txt,..\..\Submissions\mixed\00046974.txt,0.5304347826,0.5344827586,0.4675324675,115,116,0.55460967,0.462585034,0.4870943004,0.537414966,0.49375,0.5146579805,160,147,mixed\00046974.txt,mixed,00046974.txt,0
..\..\groundtruth\00046975.txt,..\..\Submissions\mixed\00046975.txt,0.5140186916,0.5357142857,0.4748858447,107,112,0.5330996885,0.4740740741,0.4946585201,0.5259259259,0.5,0.5126353791,142,135,mixed\00046975.txt,mixed,00046975.txt,0
..\..\groundtruth\00046976.txt,..\..\Submissions\mixed\00046976.txt,0.4545454545,0.488372093,0.528,121,129,0.4815566735,0.3707865169,0.5684827181,0.6292134831,0.5957446809,0.6120218579,188,178,mixed\00046976.txt,mixed,00046976.txt,0
..\..\groundtruth\00046977.txt,..\..\Submissions\mixed\00046977.txt,0.4537037037,0.4824561404,0.5315315315,108,114,0.4844054581,0.3941176471,0.5571040039,0.6058823529,0.5659340659,0.5852272727,182,170,mixed\00046977.txt,mixed,00046977.txt,0
..\..\groundtruth\00046978.txt,..\..\Submissions\mixed\00046978.txt,0.5217391304,0.5491803279,0.4641350211,115,122,0.5664389234,0.4382716049,0.4893924324,0.5617283951,0.4945652174,0.5260115607,184,162,mixed\00046978.txt,mixed,00046978.txt,0
..\..\groundtruth\00046979.txt,..\..\Submissions\mixed\00046979.txt,0.564516129,0.568,0.4337349398,124,125,0.5751612903,0.4733727811,0.4702882603,0.5266272189,0.5028248588,0.5144508671,177,169,mixed\00046979.txt,mixed,00046979.txt,0
..\..\groundtruth\00046980.txt,..\..\Submissions\mixed\00046980.txt,0.5,0.5294117647,0.4848484848,112,119,0.5291185553,0.4635761589,0.5015203173,0.5364238411,0.5031055901,0.5192307692,161,151,mixed\00046980.txt,mixed,00046980.txt,0
..\..\groundtruth\00046981.txt,..\..\Submissions\mixed\00046981.txt,0.6146788991,0.6146788991,0.3853211009,109,109,0.6363404689,0.5555555556,0.4000140159,0.4444444444,0.4081632653,0.4255319149,147,135,mixed\00046981.txt,mixed,00046981.txt,0
..\..\groundtruth\00046982.txt,..\..\Submissions\mixed\00046982.txt,0.5897435897,0.619047619,0.3950617284,117,126,0.6295075295,0.5185185185,0.4187575528,0.4814814815,0.4357541899,0.4574780059,179,162,mixed\00046982.txt,mixed,00046982.txt,0
..\..\groundtruth\00046983.txt,..\..\Submissions\mixed\00046983.txt,0.487804878,0.5153846154,0.4980237154,123,130,0.515683314,0.4207317073,0.5275540844,0.5792682927,0.5053191489,0.5397727273,188,164,mixed\00046983.txt,mixed,00046983.txt,0
..\..\groundtruth\00046984.txt,..\..\Submissions\mixed\00046984.txt,0.4957983193,0.5041322314,0.5,119,121,0.5166199813,0.3915662651,0.5387452012,0.6084337349,0.5549450549,0.5804597701,182,166,mixed\00046984.txt,mixed,00046984.txt,0
..\..\groundtruth\00046985.txt,..\..\Submissions\mixed\00046985.txt,0.6105263158,0.6262626263,0.381443299,95,99,0.6720221607,0.5403225806,0.3828172418,0.4596774194,0.3701298701,0.4100719424,154,124,mixed\00046985.txt,mixed,00046985.txt,0
..\..\groundtruth\00046986.txt,..\..\Submissions\mixed\00046986.txt,0.5188679245,0.5277777778,0.476635514,106,108,0.5362184287,0.3986928105,0.5236656389,0.6013071895,0.5257142857,0.5609756098,175,153,mixed\00046986.txt,mixed,00046986.txt,0
..\..\groundtruth\00046987.txt,..\..\Submissions\mixed\00046987.txt,0.6363636364,0.6460176991,0.3587443946,110,113,0.6636111111,0.5857142857,0.37129566,0.4142857143,0.3558282209,0.3828382838,163,140,mixed\00046987.txt,mixed,00046987.txt,0
..\..\groundtruth\00046988.txt,..\..\Submissions\mixed\00046988.txt,0.4482758621,0.4796747967,0.5355648536,116,123,0.4709051724,0.4366197183,0.5456995596,0.5633802817,0.5369127517,0.5498281787,149,142,mixed\00046988.txt,mixed,00046988.txt,0
..\..\groundtruth\00046989.txt,..\..\Submissions\mixed\00046989.txt,0.5480769231,0.5727272727,0.4392523364,104,110,0.5771901709,0.496124031,0.4597970807,0.503875969,0.4421768707,0.4710144928,147,129,mixed\00046989.txt,mixed,00046989.txt,0
..\..\groundtruth\00046990.txt,..\..\Submissions\mixed\00046990.txt,0.5042735043,0.5245901639,0.4853556485,117,122,0.5365622032,0.4896551724,0.4857615582,0.5103448276,0.4625,0.4852459016,160,145,mixed\00046990.txt,mixed,00046990.txt,0
..\..\groundtruth\00046991.txt,..\..\Submissions\mixed\00046991.txt,0.4390243902,0.4732824427,0.5433070866,123,131,0.4609417344,0.4,0.5678988848,0.6,0.5737704918,0.5865921788,183,175,mixed\00046991.txt,mixed,00046991.txt,0
..\..\groundtruth\00046992.txt,..\..\Submissions\mixed\00046992.txt,0.5315315315,0.5272727273,0.4705882353,111,110,0.5410542121,0.4748201439,0.4898339644,0.5251798561,0.474025974,0.4982935154,154,139,mixed\00046992.txt,mixed,00046992.txt,0
..\..\groundtruth\00046993.txt,..\..\Submissions\mixed\00046993.txt,0.5125,0.5185185185,0.4844720497,80,81,0.5450297619,0.4725274725,0.4885461216,0.5274725275,0.48,0.502617801,100,91,mixed\00046993.txt,mixed,00046993.txt,0
..\..\groundtruth\00046994.txt,..\..\Submissions\mixed\00046994.txt,0.5041322314,0.4915254237,0.5020920502,121,118,0.515610652,0.4189189189,0.5283478139,0.5810810811,0.5180722892,0.5477707006,166,148,mixed\00046994.txt,mixed,00046994.txt,0
..\..\groundtruth\00046995.txt,..\..\Submissions\mixed\00046995.txt,0.4672131148,0.4715447154,0.5306122449,122,123,0.4832960755,0.4054054054,0.5529195895,0.5945945946,0.55,0.5714285714,160,148,mixed\00046995.txt,mixed,00046995.txt,0
..\..\groundtruth\00046996.txt,..\..\Submissions\mixed\00046996.txt,0.4509803922,0.4615384615,0.5436893204,102,104,0.4746732026,0.3740458015,0.5712428427,0.6259541985,0.5899280576,0.6074074074,139,131,mixed\00046996.txt,mixed,00046996.txt,0
..\..\groundtruth\00046997.txt,..\..\Submissions\mixed\00046997.txt,0.4260869565,0.4590163934,0.5569620253,115,122,0.4616770186,0.4161073826,0.5601825798,0.5838926174,0.5576923077,0.5704918033,156,149,mixed\00046997.txt,mixed,00046997.txt,0
